Artist_Name,Artwork_Name,Artwork_Year,Process,Dimensions,Provenance,Assension_Number,image
Norman Sunshine,Untitled III,1983,"Woodcut, edition 3/8",80 x 56 in. (203.2 x 142.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Robert Gore Rifkind Foundation",85.124,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.124&dim=300px
Frances Stark,My Sweet Lord (MSL),1996,Carbon and gesso on rice paper with linen tape,36 1/4 x 24 1/2 in. (92.1 x 62.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson",2004.285,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.285&dim=300px
Susan Rankaitis,Contrail Study,1986,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",97.144.8,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.8&dim=300px
Edward Ruscha,"FOUNTAIN, SUNSET, HOLLYWOOD",1999,Acrylic on raw canvas,21 1/4 x 30 7/8 in. (54 x 78.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen and the artist",2000.31,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.31&dim=300px
Ross Rudel,Untitled No. 108 (Black),1992,Stained wood,14 x 14 x 15 in. (35.6 x 35.6 x 38.1 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",94.70,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.70&dim=300px
Dorothea Rockburne,Triangle,1978,"Vellum paper, varnish, glue, color pencil, ragboard",43 x 33 in. (109.2 x 83.8 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",96.153,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.153&dim=300px
Allen Ruppersberg,Seeing and Believing,1972,"12 color photographs and 2 sheets of paper with type, edition 3/3","Each (Photograph): 3 1/2 x 3 1/2 in. (8.9 x 8.9 cm)
Each (Paper): 11 x 8 1/2 in. (27.9 x 21.6 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee and the Photography Committee",2006.75A-D,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.75A-D&dim=300px
Susan Rothenberg,White Arc,1983,Oil on canvas,51 x 85 in. (129.5 x 215.9 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",85.76,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.76&dim=300px
Dorothea Rockburne,F.P.I. 19,1973,Pen on folded paper,33 3/4 x 43 3/4 in. (85.7 x 111.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Daniel Weinberg",86.4,http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.4&dim=300px
Carl F. Reutersward,"Mama Matisse, Papa Picasso, and Uncle Leo",1980,Enamel on canvas,76 3/4 x 82 11/16 in. (195 x 210 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Saab-Scania of America, Inc.",83.16A-C,http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.16A-C&dim=300px
Ross Rudel,Untitled No. 107,1992,Enamel on wood,13 x 10 1/2 x 13 in. (33 x 26.7 x 33 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",94.69,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.69&dim=300px
Susan Rankaitis,"Dockweiler Beach, Lax 3",1984,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",97.144.5,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.5&dim=300px
Edward Ruscha,Faster Than A Speeding Beanstalk,1986,Acrylic and oil on canvas,72 x 72 in. (182.9 x 182.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Jane and Marc Nathanson",91.51,http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.51&dim=300px
Edward Ruscha,Chocolate Room,1970,Chocolate on paper,"Each: 27 1/2 x 17 7/8 in. (69.9 x 45.4 cm)
Installation dimensions variable","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",2003.86,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.86&dim=300px
Susan Rankaitis,Catch/de Riguer,1986,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",97.144.6,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.6&dim=300px
May Sun,UnderGround,1991,"41 agricultural tools,  2 mounted photo blow-ups, 1 light box with photo image, 8 crates, 2 sickles, 2 paintings, 2 maps, galvanized pipes and flanges",38 x 26 ft. (variable dimensions),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Cynthia Anderson Memorial Fund and an anonymous donor",93.15,http://www.moca.org/museum/pc_media_viewer.php?acsnum=93.15&dim=300px
Richard Tuttle,Otis Work 1,1976,Watercolor (green) and graphite on airmail paper,Image: 9 x 6 in. (22.9 x 15.2 cm),"Museum of Contemporary Art, THE DOROTHY AND HERBERT VOGEL COLLECTION: FIFTY WORKS FOR FIFTY STATES, a joint initiative of the Trustees of the Dorothy and Herbert Vogel Collection and the National Gallery of Art, with generous support of the National Endowment for the Arts and the Institute for Museum and Library Services.",2008.61.1,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.61.1&dim=300px
Banks Violette,Don&#039;t Tread on Me (Seven-headed),2004,Graphite on paper,30 x 23 in. (76.2 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Jaime Frankfurt",2004.58,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.58&dim=300px
Jane and Louise Wilson,Construction and Note,1992,Ektacolor print on plywood,48 x 48 in. (121.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Eileen and Michael Cohen",2004.34,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.34&dim=300px
Robert Weingarten,Ed Moses #1 (Sink),2004,Pigment print on Epson Ultrasmooth Fine Art paper,44 x 64 in. (111.8 x 162.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",2005.26.4,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.26.4&dim=300px
Max Yavno,Mickey Cohen Quits,1949,Gelatin silver print,"15 5/8 x 19 7/8 in. (39.7 x 50.5 cm)
Image: 8 1/2 x 13 3/8 in. (21.6 x 34 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.41,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.41&dim=300px
James Welling,2-29II,1980,Gelatin silver print,Image: 4 3/4 x 3 5/8 in. (12.1 x 9.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",2001.42.4,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.4&dim=300px
Alessandro Pessoli,Italian Face,2004,Oil on paper,39 3/8 x 27 1/2 in. (99.9 x 69.9 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee",2004.242,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.242&dim=300px
Bill Owens,We really enjoy getting together with our friends to drink and dance.  It&#039;s a wild party and we&#039;re having a great time.,1972,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.58,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.58&dim=300px
Gabriel Orozco,Fear Not,2001,"Drawing, collage, acrylic, and wood discs",12 1/2 x 9 3/8 in. (31.8 x 23.8 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.191,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.191&dim=300px
Jason Meadows,Monster [drawing],2003,Ink on paper,Image: 30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Alan Power",2007.91,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.91&dim=300px
Jan Mueller,Three Nudes,1957,Oil on panel,12 1/4 x 16 3/8 in. (31.1 x 41.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",97.78,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.78&dim=300px
Matthew McCaslin,48 Hours in a Day,1991,"BX light fixtures, receptacles, switches, extension cords and clocks",80 x 100 x 12 in. (203.2 x 254 x 30.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Alan Hergott and Curt Shepard",96.2,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.2&dim=300px
Roger Mertin,"Conesus Lake, New York",1977,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.46.17,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.17&dim=300px
Roger Mertin,"Untitled: Two Women on Bed Under Plastic , 0",0,Gelatin silver print,"Image: 7 1/2 x 11 1/4 in. (19.1 x 28.6 cm)
11 x 14 in. (27.9 x 35.6 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.45.22,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.45.22&dim=300px
Bill Brandt,A Snicket in Halifax,1930,Silver print,"Image: 13 1/2 x 11 1/2 in. (34.3 x 29.2 cm)
Other (Board): 20 x 16 in. (50.8 x 40.6 cm)
Other (Mat): 24 x 20 in. (61 x 50.8 cm)","The Museum of Contemporary Art, Los Angeles
Gift of The Marjorie and Leonard Vernon Collection",2007.103,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.103&dim=300px
Karl Benjamin,#8,1984,Oil on canvas,60 x 60 in. (152.4 x 152.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of an anonymous donor",91.36,http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.36&dim=300px
Vanessa Beecroft,"vb11.026.ali Galerie Analix Geneva, Switzerland",1995,"Digtal C-print, edition of 2/6",35 7/8 x 25 7/8 in. (91.1 x 65.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of William J. Bell",2007.23,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.23&dim=300px
Fiona Banner,The Hit and the Mania,2001,Collage on paper,"Panel 1: 101 x 41 1/2 in. (256.5 x 105.4 cm)
Panel 2: 100 x 44 in. (254 x 111.8 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",2003.20A-B,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.20A-B&dim=300px
Jennifer Bartlett,Day and Night,1978,"3 prints:  2 drypoints, 1 etching, edition 25/35","Image: 10 x 7 in. (25.4 x 17.8 cm)
Paper: 15 x 11 in. (38.1 x 27.9 cm)","The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",81.2,http://www.moca.org/museum/pc_media_viewer.php?acsnum=81.2&dim=300px
Liz Craft,The Living Edge,1998,Mixed media,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Susan and Lewis Manilow",2000.105,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.105&dim=300px
Maurizio Cattelan,La Nona Ora,2003,"Plaster coated with silver
Edition 3 of 10",6 3/4 x 24 3/4 x 8 5/8 in. (17.1 x 62.9 x 21.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Beth Swofford",2008.80,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.80&dim=300px
Robert Frank,Candy Store - New York City,1955,Gelatin silver print,"Image: 8 1/8 x 12 1/8 in. (20.6 x 30.8 cm)
11 x 14 in. (27.9 x 35.6 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.28.10,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.28.10&dim=300px
Robert Frank,"Public park - Ann Arbor, Michigan",1955,Gelatin silver print,"11 x 14 in. (27.9 x 35.6 cm)
Image: 7 7/8 x 11 7/8 in. (20 x 30.2 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.28.80,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.28.80&dim=300px
Ron Davis,Six Ninths Green,1966,"Polyester resin, fiberglass, and wood",80 x 111 in. (203.2 x 281.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Mr. and Mrs. Gifford Phillips",85.102,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.102&dim=300px
Paul Dillon,Label (Art Water),1979,Acrylic on paper,17 3/4 x 23 in. (45.1 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",96.112,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.112&dim=300px
John Divola,N34.08.199&#039; W115.55.170&#039;,1998,"Chromogenic dye-coupler print, AP1","24 x 20 in. (61 x 50.8 cm)
Image: 19 x 19 in. (48.3 x 48.3 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Bruce and Nancy Berman",98.70.5,http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.70.5&dim=300px
Larry Clark,Outtake (Woman walking through a curtain),1971,Silver print,"14 x 11 in. (35.6 x 27.9 cm)
Image: 8 3/8 x 12 1/2 in. (21.3 x 31.8 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",95.27.20,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.27.20&dim=300px
Roger Mertin,"White City, New York",1977,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.46.2,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.2&dim=300px
Jan Mueller,The Shadow Variation,1958,Pastel and crayon on paper,9 3/4 x 12 1/8 in. (24.8 x 30.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",97.79,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.79&dim=300px
Jason Meadows,Untitled (Scorpion),1997,Ink on Duralene,19 x 24 in. (48.3 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Kourosh Larizadeh",2001.77,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.77&dim=300px
Ed Moses,Space E. III,1963,Graphite and colored pencil on paper,13 1/8 x 16 3/4 in. (33.3 x 42.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hope Alexander",95.60,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.60&dim=300px
Grant Mudford,"Interior View of Cathedral, Under Construction",2000,"Chromogenic print mounted on cintra, edition 5/5",59 1/2 x 48 in. (151.1 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by LLWW Foundation",2002.34,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.34&dim=300px
Gabriel Orozco,"Toilet Ventilators (Ventiladores toilet) , 0",0,Fans and toilet paper,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of the artist and The Marian Goodman Gallery, New York",2001.30,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.30&dim=300px
Bill Owens,Cleo and James Pruden,1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.91,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.91&dim=300px
Bill Owens,We like to play war.,1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.95,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.95&dim=300px
Bill Owens,We really enjoy living in a mobile home.  My hobby is collecting coins and my wife plays her Wurlitzer for entertainment.,1972,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.52,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.52&dim=300px
James Welling,LA-C 20,1977,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/4 x 4 1/4 in. (13.3 x 10.8 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",2001.41.7,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.7&dim=300px
Richard Artschwager,Untitled (Tract House),1967,Acrylic on Celotex,28 1/2 x 42 in. (72.4 x 106.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift from the Collection of Laura-Lee and Robert Woods",91.68,http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.68&dim=300px
Max Yavno,Little Girl,1947,Gelatin silver print,"20 1/8 x 15 in. (51.1 x 38.1 cm)
Image: 9 x 4 5/8 in. (22.9 x 11.7 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.36,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.36&dim=300px
Max Yavno,Damascas Gate,1979,Gelatin silver print,22 x 27 7/8 in. (55.9 x 70.8 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.148,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.148&dim=300px
Robert Weingarten,Robert Ryman #1,2004,Pigment print on Epson Ultrasmooth Fine Art paper,44 x 64 in. (111.8 x 162.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",2005.26.2,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.26.2&dim=300px
Richard Tuttle,Otis Work 2,1976,Watercolor (brown) and graphite on airmail paper,Image: 9 x 6 in. (22.9 x 15.2 cm),"Museum of Contemporary Art, THE DOROTHY AND HERBERT VOGEL COLLECTION: FIFTY WORKS FOR FIFTY STATES, a joint initiative of the Trustees of the Dorothy and Herbert Vogel Collection and the National Gallery of Art, with generous support of the National Endowment for the Arts and the Institute for Museum and Library Services.",2008.61.2,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.61.2&dim=300px
Frank Stella,Wolfeboro (from Eccentric Polygons Series),1974,"Eight color lithograph/screenprint on Arches paper, edition of 100","Paper: 22 x 17 in. (55.9 x 43.2 cm)
Frame: 22 3/4 x 17 3/4 in. (57.8 x 45.1 cm)","The Museum of Contemporary Art, Los Angeles
Gift of The Harold I. Huttas Family Collection",2000.113,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.113&dim=300px
Norman Sunshine,Untitled VII,1983,"Woodcut, edition 2/8",80 x 56 in. (203.2 x 142.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Robert Gore Rifkind Foundation",85.125,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.125&dim=300px
Frances Stark,"Beatles, Horizontal/Vertical Study",1995,Carbon on paper,40 x 30 in. (101.6 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the friends of Marsha Kleinman in her memory",96.19,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.19&dim=300px
Susan Rankaitis,Joshua Series,1980,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",97.144.13,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.13&dim=300px
Edward Ruscha,"Shell, Daggett, California",1962,"Gelatin silver print, edition 7/25",19 1/2 x 23 in. (49.5 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen",90.13.7,http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.13.7&dim=300px
Edward Ruscha,"News, Mews, Pews, Stews, Brews and Dues",1970,"Portfolio of six organic screenprints, edition 125",Each: 23 1/16 x 31 7/8 in. (58.6 x 81 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dia M. Dorsey",92.5A-F,http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.5A-F&dim=300px
Susan Rankaitis,Ace,1982,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",97.144.16,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.16&dim=300px
Ross Rudel,Untitled No. 129,1993,"Wood, nylon stocking, resin, and adjustable steel rod",8 x 80 x 90 in. (20.3 x 203.2 x 228.6 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",94.73,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.73&dim=300px
Mark Rothko,Untitled (Black and Gray),1970,Acrylic on canvas,68 x 60 in. (172.7 x 152.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Mark Rothko Foundation, Inc.",85.27,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.27&dim=300px
Kay Rosen,Glamour,1985,Sign paint on board,17 1/2 x 11 1/4 in. (44.5 x 28.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",99.77,http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.77&dim=300px
Allen Ruppersberg,Why Do We Fail?,1988,Silkscreen on lead,21 7/8 x 14 in. (55.6 x 35.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",96.36,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.36&dim=300px
Ross Rudel,Untitled (Pole),1986,Stained wood,68 x 3 1/4 x 3 1/4 in. (172.7 x 8.3 x 8.3 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",94.68,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.68&dim=300px
Edward Ruscha,Picture H House,1988,Acrylic on canvas,72 x 72 in. (182.9 x 182.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Beatrice and Philip Gersh",94.97,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.97&dim=300px
Susan Rankaitis,Plane Series #8,1982,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",97.144.10,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.10&dim=300px
Edward Ruscha,Nothing Landscape,1987,Acrylic on canvas,54 x 120 in. (137.2 x 304.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Audrey M. Irmas in honor of Jeremy Strick",2000.8,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.8&dim=300px
Susan Rankaitis,"Dockweiler Beach, LAX 1",1994,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",97.144.17,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.17&dim=300px
Frank Stella,Ctesiphon I,1968,Polymer and polymer fluorescent paint on canvas,120 x 240 in. (304.8 x 609.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Jacqueline and Irving Blum in memory of Sayde Moss",2000.81,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.81&dim=300px
Lincoln Tobier,R.L.A. Montage,1995,Color photograph on board,39 1/2 x 27 1/2 in. (100.3 x 69.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Themis and Dare Michos",2002.42.2,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.42.2&dim=300px
Garry Winogrand,Untitled (Woman in a v-cut top with cigarette),1975,Gelatin silver print,"Frame: 21 11/16 x 17 5/8 in. (55.1 x 44.8 cm)
11 x 14 in. (27.9 x 35.6 cm)
Image: 8 3/4 x 13 1/8 in. (22.2 x 33.3 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.55.2,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.55.2&dim=300px
Max Yavno,Eddy and Franklin,1947,Gelatin silver print,15 1/4 x 19 3/8 in. (38.7 x 49.2 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.98,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.98&dim=300px
Max Yavno,Mannequin in Doorway,1981,Gelatin silver print,"16 x 19 7/8 in. (40.6 x 50.5 cm)
Image: 19 3/8 in. (49.2 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.156,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.156&dim=300px
Max Yavno,The Leg,1949,Gelatin silver print,20 x 16 in. (50.8 x 40.6 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.56,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.56&dim=300px
James Welling,LA-C 100,1977,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 4 3/8 x 3 1/4 in. (11.1 x 8.3 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",2001.41.18,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.18&dim=300px
Bill Owens,It&#039;s fun to break up the glass.  We&#039;re doing our thing for ecology and the Boy Scouts will give us a badge for working here.,1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.94,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.94&dim=300px
Bill Owens,"I enjoy cooking, dogs, cats, kids, soccer, and living here.",1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.11,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.11&dim=300px
Bill Owens,Judy and Walt Hanhy,1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.80,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.80&dim=300px
Gabriel Orozco,Melted Popsicle (Paleta Derretida),1993,Cibachrome,18 5/8 x 12 7/16 in. (47.3 x 31.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Andy Warhol Foundation for the Visual Arts, Inc. and Councilman Joel Wachs",96.4,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.4&dim=300px
Tracey Moffatt,Birth Certificate,1994,Offset print,31 x 23 1/2 in. (78.7 x 59.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Kwon Family",97.193.9,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.193.9&dim=300px
Ed Moses,Cubist Painting IV,1976,Acrylic on canvas,78 x 66 in. (198.1 x 167.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Andrew C. Moses",95.67,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.67&dim=300px
Pentti Monkkonen,Chateau,2000,"Forton AG, fiberglass, oak, telephone",114 x 34 x 34 in. (289.6 x 86.4 x 86.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of an anonymous donor",2003.128,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.128&dim=300px
