technique,provenance,title,imageUrl,dimensions,artist,accessionId,url
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department",Energy,http://trio.caamuseum.org/image.asp?media=%5C%5CCaamapp1%5CTrioImages%5CTimothy%5FWashington%5CEnergy%2Ejpg,"96"" x 30"" x 12""",Timothy Washington,AF19904.56,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Timothy+Washington&whereclause=where+maker%3D%27Timothy+Washington%27+OR+cleanmaker%3D%27Timothy+Washington%27+OR+maker1%3D%27Timothy+Washington%27+OR+maker2%3D%27Timothy+Washington%27+OR+maker3%3D%27Timothy+Washington%27+OR+maker4%3D%27Timothy+Washington%27+OR+maker5%3D%27Timothy+Washington%27&current_record=1
Gelatin silver print,Museum purchase,Black Narcissus,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTony%5FGleaton%5CGleaton%5FNarcissus%2Ejpg,"23"" H x 23"" W x 1.25"" D",Tony Gleaton,AF199412.53.7,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Tony+Gleaton&whereclause=where+maker%3D%27Tony+Gleaton%27+OR+cleanmaker%3D%27Tony+Gleaton%27+OR+maker1%3D%27Tony+Gleaton%27+OR+maker2%3D%27Tony+Gleaton%27+OR+maker3%3D%27Tony+Gleaton%27+OR+maker4%3D%27Tony+Gleaton%27+OR+maker5%3D%27Tony+Gleaton%27&current_record=1
Gelatin silver print,Museum purchase,The Return of Ulysses,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTony%5FGleaton%5CGleaton%5FUlysses%2Ejpg,"23"" H x 23"" W x 1.25"" D",Tony Gleaton,AF199412.53.10,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Tony+Gleaton&whereclause=where+maker%3D%27Tony+Gleaton%27+OR+cleanmaker%3D%27Tony+Gleaton%27+OR+maker1%3D%27Tony+Gleaton%27+OR+maker2%3D%27Tony+Gleaton%27+OR+maker3%3D%27Tony+Gleaton%27+OR+maker4%3D%27Tony+Gleaton%27+OR+maker5%3D%27Tony+Gleaton%27&current_record=2
Stereograph,Gift of Paul Kiler,"A Rice-Raft with Plantation Hands near Georgetown, South Carolina",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CStereo+cards%5CRiceRaft%2Ejpg,"3.5"" H x 7"" W",Underwood & Underwood Publishers,2003.3.21,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Underwood+%26+Underwood+Publishers&whereclause=where+maker%3D%27Underwood+%26+Underwood+Publishers%27+OR+cleanmaker%3D%27Underwood+%26+Underwood+Publishers%27+OR+maker1%3D%27Underwood+%26+Underwood+Publishers%27+OR+maker2%3D%27Underwood+%26+Underwood+Publishers%27+OR+maker3%3D%27Underwood+%26+Underwood+Publishers%27+OR+maker4%3D%27Underwood+%26+Underwood+Publishers%27+OR+maker5%3D%27Underwood+%26+Underwood+Publishers%27&current_record=1
Hardbound book,Gift of Ruby Spencer in memory of Margery Berman,I Can Tell The World 1943-1944,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CNegro+Chorus%2Ejpg,"11.5"" H x 9"" W x 1"" D",United States Army Negro Chorus,2004.5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+United+States+Army+Negro+Chorus&whereclause=where+maker%3D%27United+States+Army+Negro+Chorus%27+OR+cleanmaker%3D%27United+States+Army+Negro+Chorus%27+OR+maker1%3D%27United+States+Army+Negro+Chorus%27+OR+maker2%3D%27United+States+Army+Negro+Chorus%27+OR+maker3%3D%27United+States+Army+Negro+Chorus%27+OR+maker4%3D%27United+States+Army+Negro+Chorus%27+OR+maker5%3D%27United+States+Army+Negro+Chorus%27&current_record=1
Ink on vellum,Gift of Mr. John H. Motley,United States Army Commission of Allen Allensworth to Chaplain with rank of Major,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CMajorAllensworth%2Ejpg,"19"" H x 15"" W",United States President Theodore Roosevelt,2007.13.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+United+States+President+Theodore+Roosevelt&whereclause=where+maker%3D%27United+States+President+Theodore+Roosevelt%27+OR+cleanmaker%3D%27United+States+President+Theodore+Roosevelt%27+OR+maker1%3D%27United+States+President+Theodore+Roosevelt%27+OR+maker2%3D%27United+States+President+Theodore+Roosevelt%27+OR+maker3%3D%27United+States+President+Theodore+Roosevelt%27+OR+maker4%3D%27United+States+President+Theodore+Roosevelt%27+OR+maker5%3D%27United+States+President+Theodore+Roosevelt%27&current_record=1
Ink on vellum,Gift of Mr. John H. Motley,United States Army Commission of Allen Allensworth to Lieutenant Colonel-retired,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CLTC%5FAllensworth%2Ejpg,"19"" H x 15"" W",United States President William Howard Taft,2007.13.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+United+States+President+William+Howard+Taft&whereclause=where+maker%3D%27United+States+President+William+Howard+Taft%27+OR+cleanmaker%3D%27United+States+President+William+Howard+Taft%27+OR+maker1%3D%27United+States+President+William+Howard+Taft%27+OR+maker2%3D%27United+States+President+William+Howard+Taft%27+OR+maker3%3D%27United+States+President+William+Howard+Taft%27+OR+maker4%3D%27United+States+President+William+Howard+Taft%27+OR+maker5%3D%27United+States+President+William+Howard+Taft%27&current_record=1
bound book,Museum purchase,Constitution and Book of Laws,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CUNIA%2Ebmp,"6"" H x 4"" W x 0.25"" D","Universal Negro Improvement Association, Inc. and African Communities League, Inc. of the World",2001.1.6,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World&whereclause=where+maker%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27+OR+cleanmaker%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27+OR+maker1%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27+OR+maker2%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27+OR+maker3%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27+OR+maker4%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27+OR+maker5%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27&current_record=1
Photo-mechanical reproduction,Gift of Universal Pictures,Do the Right Thing,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CDo+the+Right+Thing%2Ejpg,"44"" x 29""",Universal Pictures,unk3.2001.6,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Universal+Pictures&whereclause=where+maker%3D%27Universal+Pictures%27+OR+cleanmaker%3D%27Universal+Pictures%27+OR+maker1%3D%27Universal+Pictures%27+OR+maker2%3D%27Universal+Pictures%27+OR+maker3%3D%27Universal+Pictures%27+OR+maker4%3D%27Universal+Pictures%27+OR+maker5%3D%27Universal+Pictures%27&current_record=1
Photograph,Courtesy of the University of Wisconsin Sports News Service,University of Wisconsin Graduate Department Admissions Application,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLoans%5COlympians%5Cpoage+application%2Ejpg,8 x 10,University of Wisconsin,AFA1984.71.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+University+of+Wisconsin&whereclause=where+maker%3D%27University+of+Wisconsin%27+OR+cleanmaker%3D%27University+of+Wisconsin%27+OR+maker1%3D%27University+of+Wisconsin%27+OR+maker2%3D%27University+of+Wisconsin%27+OR+maker3%3D%27University+of+Wisconsin%27+OR+maker4%3D%27University+of+Wisconsin%27+OR+maker5%3D%27University+of+Wisconsin%27&current_record=1
Photograph,Gift of Wayne and Shelby Kostman,Collection of historical photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CA1%2EBMP,"3 3/8 x 5 3/8""",unknown,AF19981.2.A1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=2
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CA2%2EBMP,"3 1/8 x 5 3/8""",unknown,AF19981.2.A2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=3
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CA3%2EBMP,"3½ x 5½""",unknown,AF19981.2.A3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=4
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CA4%2EBMP,"5 x 1½""",unknown,AF19981.2.A4,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=5
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CA5%2EBMP,"3½ x 5 3/8""",unknown,AF19981.2.A5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=6
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CA6%2EBMP,"5½ x 8¾""",unknown,AF19981.2.A6,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=7
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CB2%2EBMP,"7 x 5¼""",unknown,AF19981.2.B2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=8
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CB3%2EBMP,"5 x 7""",unknown,AF19981.2.B3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=9
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CC1%2EBMP,"3½ x 5""",unknown,AF19981.2.C1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=10
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CC2%2EBMP,"4¾ x 6½""",unknown,AF19981.2.C2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=11
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CC3%2EBMP,"1 7/8 x 2 5/8""",unknown,AF19981.2.C3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=12
Paper,Gift of Wayne & Shelby Kostman,Business card with image,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CC4%2EBMP,"2 x 3 3/8""",unknown,AF19981.2.C4,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=13
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CC5%2EBMP,"2½ x 3½""",unknown,AF19981.2.C5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=14
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CC6%2EBMP,"3½ x 6""",unknown,AF19981.2.C6,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=15
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CC7%2EBMP,"5 x 6¼""",unknown,AF19981.2.C7,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=16
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CD1%2EBMP,"4 x 6""",unknown,AF19981.2.D1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=17
Photograph,Gift of Wayne & Shelby Kostman,Portrait of Lena and Jack,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CD3%2EBMP,"3½ x 5 3/8""",unknown,AF19981.2.D3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=18
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CD4%2EBMP,"3½ x 5 3/8""",unknown,AF19981.2.D4,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=19
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CD5%2EBMP,"5 x 7""",unknown,AF19981.2.D5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=20
"Iron, leather",Gift of Adam Blackman,Slave collar,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSlavery%5CSlaveCollar%5FBlackman%2Ejpg,"8.5"" x 6.25""","unknown, USA",AF19977.7.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown%2C+USA&whereclause=where+maker%3D%27unknown%2C+USA%27+OR+cleanmaker%3D%27unknown%2C+USA%27+OR+maker1%3D%27unknown%2C+USA%27+OR+maker2%3D%27unknown%2C+USA%27+OR+maker3%3D%27unknown%2C+USA%27+OR+maker4%3D%27unknown%2C+USA%27+OR+maker5%3D%27unknown%2C+USA%27&current_record=1
Ink on paper,Gift of Vertenis Shephard,United States of America Certificate of Citizenship for Kenneth F. Renwick (Renard),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKen+Renard%5Ccitizen%2Ejpg,"8"" H x 10"" W",US Department of Labor,2001.13.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+US+Department+of+Labor&whereclause=where+maker%3D%27US+Department+of+Labor%27+OR+cleanmaker%3D%27US+Department+of+Labor%27+OR+maker1%3D%27US+Department+of+Labor%27+OR+maker2%3D%27US+Department+of+Labor%27+OR+maker3%3D%27US+Department+of+Labor%27+OR+maker4%3D%27US+Department+of+Labor%27+OR+maker5%3D%27US+Department+of+Labor%27&current_record=1
TIFF,Gift of Lauree and Larry Turman,Jack Johnson Champion du Monde des Poids Lourds,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CReserve%5FLibrary%5CJohnson%5FTurman%2Ejpg,3723 x 3031 pixels/32.3 MB,VAG,TL08.12,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+VAG&whereclause=where+maker%3D%27VAG%27+OR+cleanmaker%3D%27VAG%27+OR+maker1%3D%27VAG%27+OR+maker2%3D%27VAG%27+OR+maker3%3D%27VAG%27+OR+maker4%3D%27VAG%27+OR+maker5%3D%27VAG%27&current_record=1
Chromogenic prints,Gift of Valerie Goodloe,The Photographs of Valerie Goodloe,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGoodloe%5FContactSheet%2Ejpg,"16"" x 16""",Valerie Goodloe,2008.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Valerie+Goodloe&whereclause=where+maker%3D%27Valerie+Goodloe%27+OR+cleanmaker%3D%27Valerie+Goodloe%27+OR+maker1%3D%27Valerie+Goodloe%27+OR+maker2%3D%27Valerie+Goodloe%27+OR+maker3%3D%27Valerie+Goodloe%27+OR+maker4%3D%27Valerie+Goodloe%27+OR+maker5%3D%27Valerie+Goodloe%27&current_record=1
photographs,Gift of Vertenis Shephard,Ken Renard Collection,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKen+Renard%5CRenardD%2Ebmp,"11"" H x 8½"" W",various,2000.7.D1-20,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+various&whereclause=where+maker%3D%27various%27+OR+cleanmaker%3D%27various%27+OR+maker1%3D%27various%27+OR+maker2%3D%27various%27+OR+maker3%3D%27various%27+OR+maker4%3D%27various%27+OR+maker5%3D%27various%27&current_record=2
various,Gift of Margaret Avant Mitchell,Mitchell Collection of Black Dolls and Memorabilia,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDolls%5CMitchell%5Fdolls%2Ejpg,234 cubic feet,various,2007.19,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+various&whereclause=where+maker%3D%27various%27+OR+cleanmaker%3D%27various%27+OR+maker1%3D%27various%27+OR+maker2%3D%27various%27+OR+maker3%3D%27various%27+OR+maker4%3D%27various%27+OR+maker5%3D%27various%27&current_record=4
100 gelatin silver prints,Gift of Ralph J. Bunche Center for African American Studies at UCLA,Life in a Day of Black LA: The Way We See It,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPublications%5CBlack%5FLA%2Ejpg,"15"" x  22""",various Black photographers,2007.9,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+various+Black+photographers&whereclause=where+maker%3D%27various+Black+photographers%27+OR+cleanmaker%3D%27various+Black+photographers%27+OR+maker1%3D%27various+Black+photographers%27+OR+maker2%3D%27various+Black+photographers%27+OR+maker3%3D%27various+Black+photographers%27+OR+maker4%3D%27various+Black+photographers%27+OR+maker5%3D%27various+Black+photographers%27&current_record=1
mixed media on canvas,"Gift of Violet Fields in memory of her father, Ernest Edward Fields, Sr.",Even the Sun Refused,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSun+refused%2Ejpg,"74½"" H x 69½"" W",Violet Y. Fields,2000.6,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Violet+Y%2E+Fields&whereclause=where+maker%3D%27Violet+Y%2E+Fields%27+OR+cleanmaker%3D%27Violet+Y%2E+Fields%27+OR+maker1%3D%27Violet+Y%2E+Fields%27+OR+maker2%3D%27Violet+Y%2E+Fields%27+OR+maker3%3D%27Violet+Y%2E+Fields%27+OR+maker4%3D%27Violet+Y%2E+Fields%27+OR+maker5%3D%27Violet+Y%2E+Fields%27&current_record=1
Acrylic and mixed media on canvas,Gift of Violet Fields in memory of Mark Christopher James,Side View,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSide+View%2Ejpg,5' H x 4' W,Violet Y. Fields,2002.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Violet+Y%2E+Fields&whereclause=where+maker%3D%27Violet+Y%2E+Fields%27+OR+cleanmaker%3D%27Violet+Y%2E+Fields%27+OR+maker1%3D%27Violet+Y%2E+Fields%27+OR+maker2%3D%27Violet+Y%2E+Fields%27+OR+maker3%3D%27Violet+Y%2E+Fields%27+OR+maker4%3D%27Violet+Y%2E+Fields%27+OR+maker5%3D%27Violet+Y%2E+Fields%27&current_record=2
Linocut,Gift of Viredo and Alicia Espinosa,Little Walter,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CViredo%5CLilWalter%2Ejpg,"20""H  x 20"" W",Viredo Espinosa,2000.10.4,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Viredo+Espinosa&whereclause=where+maker%3D%27Viredo+Espinosa%27+OR+cleanmaker%3D%27Viredo+Espinosa%27+OR+maker1%3D%27Viredo+Espinosa%27+OR+maker2%3D%27Viredo+Espinosa%27+OR+maker3%3D%27Viredo+Espinosa%27+OR+maker4%3D%27Viredo+Espinosa%27+OR+maker5%3D%27Viredo+Espinosa%27&current_record=1
Linocut,Gift of Viredo and Alicia Espinosa,Celia,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CViredo%5CCelia%2Ejpg,"21""H  x 18½"" W",Viredo Espinosa,2000.10.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Viredo+Espinosa&whereclause=where+maker%3D%27Viredo+Espinosa%27+OR+cleanmaker%3D%27Viredo+Espinosa%27+OR+maker1%3D%27Viredo+Espinosa%27+OR+maker2%3D%27Viredo+Espinosa%27+OR+maker3%3D%27Viredo+Espinosa%27+OR+maker4%3D%27Viredo+Espinosa%27+OR+maker5%3D%27Viredo+Espinosa%27&current_record=2
