Artwork_Title,date,name,nationality,birth_date,death_date,dimensions_inch,medium,credit_line,object_no,description,image_url
"Standing Female Figure, Back View",1845,John Frederick Kensett,American,1816,1872,13 1/4 x 9 7/8,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. 
Gift of Michael St. Clair and Paul M. Jones through the Courtesy of Babcock Galleries, New York",91.268,,http://emuseum.huntington.org/internal/media/dispatcher/16341/resize:format$003dfull
Standing Male Figure,0,John Frederick Kensett,American,1816,1872,11 1/2 x 8 1/2,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. 
Gift of Michael St. Clair and Paul M. Jones through the Courtesy of Babcock Galleries, New York",91.278,,http://emuseum.huntington.org/internal/media/dispatcher/16380/resize:format$003dfull
Standing Male Figure Holding a Knife,0,John Frederick Kensett,American,1816,1872,11 1/2 x 8 1/2,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. 
Gift of Michael St. Clair and Paul M. Jones through the Courtesy of Babcock Galleries, New York",91.276,,http://emuseum.huntington.org/internal/media/dispatcher/16378/resize:format$003dfull
Standing Male Figure in Cape Holding a Bagpipe,1845,John Frederick Kensett,American,1816,1872,9 7/8 x 6 5/8,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. 
Gift of Michael St. Clair and Paul M. Jones through the Courtesy of Babcock Galleries, New York",91.272,,http://emuseum.huntington.org/internal/media/dispatcher/16374/resize:format$003dfull
Standing Male Figure with Staff,1845,John Frederick Kensett,American,1816,1872,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.30.17,,http://emuseum.huntington.org/internal/media/dispatcher/18178/resize:format$003dfull
Standing Man with Farm Tool,1840,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.31.18,,http://emuseum.huntington.org/internal/media/dispatcher/18196/resize:format$003dfull
Standing Monk with Book,1845,John Frederick Kensett,American,1816,1872,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.30.15,,http://emuseum.huntington.org/internal/media/dispatcher/18176/resize:format$003dfull
Standing Peasant Man with Staff,1840,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.31.7,,http://emuseum.huntington.org/internal/media/dispatcher/18185/resize:format$003dfull
Standing Steer,0,Edward Borein,American,1872,1945,8 1/2 x 11,India ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.21.3,,http://emuseum.huntington.org/internal/media/dispatcher/26356/resize:format$003dfull
Standing Woman Gazing Down,1840,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.31.24,,http://emuseum.huntington.org/internal/media/dispatcher/18202/resize:format$003dfull
Standing Woman with Back Turned,1845,John Frederick Kensett,American,1816,1872,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.30.8,,http://emuseum.huntington.org/internal/media/dispatcher/18169/resize:format$003dfull
Standing Woman with Back Turned,1840,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.31.10,,http://emuseum.huntington.org/internal/media/dispatcher/18188/resize:format$003dfull
Standing Woman with Basket,1845,John Frederick Kensett,American,1816,1872,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.30.12,,http://emuseum.huntington.org/internal/media/dispatcher/18173/resize:format$003dfull
Standing Woman with Folded Arms,1840,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.31.1,,http://emuseum.huntington.org/internal/media/dispatcher/18179/resize:format$003dfull
Standing Woman with Water Jug,1845,John Frederick Kensett,American,1816,1872,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.30.7,"Even though Kensett and Casilear were not in Rome at the same time, the similarities between their figure studies show that they were working from the same costumes, props, and models. Many of the American painters who studied in Italy during the mid-nineteenth century included costumed figures in their landscape paintings. Ten years after Kensett left Rome, American artists were continuing the practice, demonstrated by the costume studies by Albert Bierstadt (1830-1902) illustrated below.",http://emuseum.huntington.org/internal/media/dispatcher/18168/resize:format$003dfull
"Standing Woman, Pink Ribbons on Sleeves",1845,John Frederick Kensett,American,1816,1872,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.30.5,,http://emuseum.huntington.org/internal/media/dispatcher/18166/resize:format$003dfull
Steer Roping - Lone Steer,0,Edward Borein,American,1872,1945,8 1/2 x 14,India ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.21.7,,http://emuseum.huntington.org/internal/media/dispatcher/26360/resize:format$003dfull
Still-life: Cyclamen and Flower Pots,1917,Charles Demuth,American,1883,1935,13 3/4 x 11 7/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Virginia Steele Scott Foundation",83.8.11,,http://emuseum.huntington.org/internal/media/dispatcher/16126/resize:format$003dfull
Stranger Welcome,0,Arthur Henry Young,American,1866,1943,17 1/2 x 25 3/4,pen and brush and black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.62,,http://emuseum.huntington.org/internal/media/dispatcher/18039/resize:format$003dfull
Straw Boats on the Thames,1908,Joseph Basil Girard,American,1846,1918,sheet: 4 13/16 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill",2008.21.9,,http://emuseum.huntington.org/internal/media/dispatcher/28499/resize:format$003dfull
Street Market-Queretaro,1885,Christian Jorgensen,American,1860,1935,14 5/8 x 9 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.5,,http://emuseum.huntington.org/internal/media/dispatcher/27911/resize:format$003dfull
Street Scene,1907,John Whitworth Robson,American,1881,1946,12 1/2 x 9 1/2,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Rory Ferguson",2006.13.1,,http://emuseum.huntington.org/internal/media/dispatcher/27845/resize:format$003dfull
Street-Cuernavaca,1885,Christian Jorgensen,American,1860,1935,14 1/8 x 9 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.6,,http://emuseum.huntington.org/internal/media/dispatcher/27912/resize:format$003dfull
Study for Gassed,1918,John Singer Sargent,American,1856,1925,18 3/4 x 24 3/8,charcoal and stump on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.70,,http://emuseum.huntington.org/internal/media/dispatcher/18040/resize:format$003dfull
Study for Reception in Miami,0,Jack Levine,American,1915,0,8 1/4 x 10,pen and brown ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Donald M. Treiman in memory of his mother, Joyce Treiman",96.29.1,,http://emuseum.huntington.org/internal/media/dispatcher/18152/resize:format$003dfull
Study for Spring Turning,1936,Grant Wood,American,1891,1942,17 1/2 x 39 3/4,"charcoal, chalk, and graphite, heightened with white, on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Virginia Steele Scott Foundation",83.8.53,,http://emuseum.huntington.org/internal/media/dispatcher/725/resize:format$003dfull
Study for the Butcher Shop,1940,Alexander Zerdin Kruse,American,1890,1972,15 1/2 x 13 1/4,charcoal on wove paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Kruse family trust",97.12.2,,http://emuseum.huntington.org/internal/media/dispatcher/28325/resize:format$003dfull
Study for the Landing of Columbus,1840,John Vanderlyn,American,1775,1852,23 x 18 1/4,charcoal and white chalk on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.21,,http://emuseum.huntington.org/internal/media/dispatcher/20421/resize:format$003dfull
Study for the Siege and Relief of Gibraltar,0,John Singleton Copley,American,1738,1815,12 1/2 x 19 1/8,black and white chalk on blue paper,"The Huntington Library, Art Collections, and Botanical Gardens",63.52.50,,http://emuseum.huntington.org/internal/media/dispatcher/4918/resize:format$003dfull
Study for the Witch,0,Elihu Vedder,American,1836,1923,9 1/2 x 6 1/4,black crayon and white chalk on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.47,,http://emuseum.huntington.org/internal/media/dispatcher/16228/resize:format$003dfull
Study of a Native American,0,Charles Erskine Wood,American,1852,1944,10 x 7,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.43,,http://emuseum.huntington.org/internal/media/dispatcher/16158/resize:format$003dfull
Study of a Soldier,1919,Cyros Leroy Baldridge,American,1899,1976,19 x 13 3/4,gouache and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.71.1,,http://emuseum.huntington.org/internal/media/dispatcher/18041/resize:format$003dfull
Study of a Soldier,1919,Cyros Leroy Baldridge,American,1899,1976,23 1/2 x 14,gouache and graphite on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.71.2,,http://emuseum.huntington.org/internal/media/dispatcher/18042/resize:format$003dfull
Study of Broken Umbrella,1984,Joe Price,American,1935,0,sheet: 9 1/2 x 11,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Joe Price and M. Lee Stone Fine Prints",2011.6.4,,http://emuseum.huntington.org/internal/media/dispatcher/30371/resize:format$003dfull
Study of Classical Ruins,0,Charles Erskine Wood,American,1852,1944,12 3/8 x 8 1/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.8,,http://emuseum.huntington.org/internal/media/dispatcher/16133/resize:format$003dfull
Study of Freight Ships,0,Charles Erskine Wood,American,1852,1944,8 5/8 x 12 3/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.11,,http://emuseum.huntington.org/internal/media/dispatcher/16136/resize:format$003dfull
Study of Gothic Ruins,0,Charles Erskine Wood,American,1852,1944,12 3/8 x 8 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.15,,http://emuseum.huntington.org/internal/media/dispatcher/16140/resize:format$003dfull
"Study of Man ""Gardian [sic] of the Pope""",1840,John William Casilear,American,1811,1893,,pen and brown ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",96.29.1,,http://emuseum.huntington.org/internal/media/dispatcher/18186/resize:format$003dfull
Study of Shells,0,Marsden Hartley,American,1877,1943,10 5/8 x 13 1/2,pen and ink,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Donald Treiman in memory of Roger Hong, AIA",2006.23.3,,http://emuseum.huntington.org/internal/media/dispatcher/27250/resize:format$003dfull
Study of Tree Roots,0,Emanuel Gottlieb Leutze,Germany-USA,1816,1868,4 1/2 x 7 1/2,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.87,,http://emuseum.huntington.org/internal/media/dispatcher/18089/resize:format$003dfull
"Study of Verrochio's Equestrian Statue of Colleoni, Venice",0,Charles Erskine Wood,American,1852,1944,12 3/8 x 8 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.14,,http://emuseum.huntington.org/internal/media/dispatcher/16139/resize:format$003dfull
Study of White Table Top,1980,Joe Price,American,1935,0,sheet: 8 x 7 1/2,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Joe Price and M. Lee Stone Fine Prints",2011.6.1,,http://emuseum.huntington.org/internal/media/dispatcher/30368/resize:format$003dfull
Study of White Table Top,1980,Joe Price,American,1935,0,sheet: 8 x 7 1/2,watercolor and ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Joe Price and M. Lee Stone Fine Prints",2011.6.2,,http://emuseum.huntington.org/internal/media/dispatcher/30369/resize:format$003dfull
Study of Woman from Side,1840,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.31.16,,http://emuseum.huntington.org/internal/media/dispatcher/18194/resize:format$003dfull
Sun-dappled Oaks,1930,Percy Gray,American,1869,1952,9 7/8 x 13 7/8,watercolor on paper mounted on board,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of the Whitton Collection in Honor of Jessica Todd Smith",2008.9,,http://emuseum.huntington.org/internal/media/dispatcher/28258/resize:format$003dfull
"Sunday Mass, Trinity Church",0,W. P. Snyder,American,0,0,19 1/2 x 13 1/2,watercolor en grisaille on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.57,,http://emuseum.huntington.org/internal/media/dispatcher/18036/resize:format$003dfull
Sylvan Scene,1880,George Inness,American,1825,1894,15 x 10 1/2,watercolor and gouache on paper,"The Huntington Library, Art Collections, and Botanical Gardens",59.55.781,,http://emuseum.huntington.org/internal/media/dispatcher/16114/resize:format$003dfull
Tanks in Town,0,Edward Ardizzone,British,1900,1979,19 3/4 x 17 3/4,"watercolor, pen, ink and graphite on brown paper","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.72,,http://emuseum.huntington.org/internal/media/dispatcher/20462/resize:format$003dfull
"Tantallon Castle, April 25, 1908",1908,Joseph Basil Girard,American,1846,1918,5 5/8 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.59,,http://emuseum.huntington.org/internal/media/dispatcher/20114/resize:format$003dfull
Tehuacan,0,Christian Jorgensen,American,1860,1935,11 3/8 x 8 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.1,,http://emuseum.huntington.org/internal/media/dispatcher/27907/resize:format$003dfull
Tehuacan,1885,Christian Jorgensen,American,1860,1935,10 x 14 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.12,,http://emuseum.huntington.org/internal/media/dispatcher/27918/resize:format$003dfull
"Tenaya Ca帽on, from Glacier Point",1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",92.22.16,,http://emuseum.huntington.org/internal/media/dispatcher/28315/resize:format$003dfull
The Artist,0,George Benjamin Luks,American,1867,1933,23 5/16 x 17 3/4,crayon on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Fred Croton and Selma Holo in honor of George Boone",2008.20,,http://emuseum.huntington.org/internal/media/dispatcher/28457/resize:format$003dfull
The Attack of the Gun Boats upon Grand Gulf,0,Theodore Russell Davis,American,1840,1894,5 7/8 x 9 3/8,graphite and chinese white on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.46,,http://emuseum.huntington.org/internal/media/dispatcher/18064/resize:format$003dfull
The Barricade,0,David Edward Cronin,American,1839,1925,7 1/4 x 9 1/4,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.106,,http://emuseum.huntington.org/internal/media/dispatcher/16262/resize:format$003dfull
"The Bridge and Swimming Hole, Woodstock",1920,George Wesley Bellows,American,1882,1925,9 x 11,cont茅 crayon on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Donald M. Treiman in memory of his mother, Joyce Treiman",99.38.2,,http://emuseum.huntington.org/internal/media/dispatcher/10843/resize:format$003dfull
The Dancer,0,Don Freeman,American,1908,1978,10 1/2 x 8 7/8,ink and gouache on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2011.4.16,,http://emuseum.huntington.org/internal/media/dispatcher/30272/resize:format$003dfull
"The Forum, Rome",0,Rowena Fischer Meeks Abdy,American,1887,1945,,watercolor and chalk on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Michael F. Williams",82.225,,http://emuseum.huntington.org/internal/media/dispatcher/17962/resize:format$003dfull
The Hill of the Alhambra,0,Samuel Colman,American,1832,1920,10 1/8 x 11 1/2,black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.42.1,,http://emuseum.huntington.org/internal/media/dispatcher/18028/resize:format$003dfull
The Home Thrust,1862,James Walker,American,1819,1889,,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.33,,http://emuseum.huntington.org/internal/media/dispatcher/20469/resize:format$003dfull
The Hulk of the Hartford,1894,Charles Erskine Wood,American,1852,1944,10 x 14,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.41,,http://emuseum.huntington.org/internal/media/dispatcher/17977/resize:format$003dfull
"The Oury House in Tucson, Arizona",0,Joseph Basil Girard,American,1846,1918,6 1/4 x 9 1/2,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Jane Hemphill",89.3.102,,http://emuseum.huntington.org/internal/media/dispatcher/20157/resize:format$003dfull
The Queen,1896,Edwin Austin Abbey,American,1852,1911,25 1/2 x 18 3/4,pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.4,,http://emuseum.huntington.org/internal/media/dispatcher/1029/resize:format$003dfull
The Rillito near Fort Lowell Tucson Mountains in the Distance,1905,Joseph Basil Girard,American,1846,1918,sheet: 4 13/16 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill",2008.21.3,,http://emuseum.huntington.org/internal/media/dispatcher/28487/resize:format$003dfull
"The Seat, Los Gatos",1923,Charles Erskine Wood,American,1852,1944,9 15/16 x 6 15/16,black crayon on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.16,,http://emuseum.huntington.org/internal/media/dispatcher/16141/resize:format$003dfull
"The Seat, Los Gatos",1923,Charles Erskine Wood,American,1852,1944,9 15/16 x 7,black crayon on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.17,,http://emuseum.huntington.org/internal/media/dispatcher/16142/resize:format$003dfull
"The Seat, Los Gatos",1923,Charles Erskine Wood,American,1852,1944,13 7/8 x 9 15/16,black crayon on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.18,,http://emuseum.huntington.org/internal/media/dispatcher/17969/resize:format$003dfull
The Soldier's Return,1863,Christian Schussele,American,1826,1879,6 1/4 x 9 3/8,gray wash over graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.3,,http://emuseum.huntington.org/internal/media/dispatcher/18044/resize:format$003dfull
"The Volcanoes, Popocatepetl and Ixtaccihuatl from the City of Puebla",1885,Christian Jorgensen,American,1860,1935,9 1/4 x 14 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.9,,http://emuseum.huntington.org/internal/media/dispatcher/27915/resize:format$003dfull
The Yo-Hamite Falls,1855,Thomas Almond Ayres,American,1816,1858,20 1/4 x 14,chalk on paper mounted on board,"The Huntington Library, Art Collections, and Botanical Gardens.",89.15,,http://emuseum.huntington.org/internal/media/dispatcher/17996/resize:format$003dfull
There are Just a Few,1950,Don Freeman,American,1908,1978,11 1/2 x 14 3/8,ink and crayon,"Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.32.7,,http://emuseum.huntington.org/internal/media/dispatcher/31600/resize:format$003dfull
Thirteen Studies of Leaf Arrangements,0,Joseph Basil Girard,American,1846,1918,5 1/4 x 7 5/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.104,,http://emuseum.huntington.org/internal/media/dispatcher/20159/resize:format$003dfull
"Thirty Four Heads in Profile, Two Full-length Male Figures, and a Three Quarter Length Portrait of a Man in Profile",1798,Washington Allston,American,1779,1843,11 x 17,graphite and ink on wove paper,"The Huntington Library, Art Collections, and Botanical Gardens",000.64,,http://emuseum.huntington.org/internal/media/dispatcher/17953/resize:format$003dfull
Thistle and Mullen,0,Charles Lanman,American,1819,1895,5 x 6 3/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.33.2,,http://emuseum.huntington.org/internal/media/dispatcher/16218/resize:format$003dfull
Three Apples and a Branch,1796,Washington Allston,American,1779,1843,6 3/4 x 7 7/8,black chalk on wove paper,"The Huntington Library, Art Collections, and Botanical Gardens",000.63,,http://emuseum.huntington.org/internal/media/dispatcher/16113/resize:format$003dfull
Three Figures,0,Alfred Sully,American,1829,1879,6 1/2 x 7 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",99.10,,http://emuseum.huntington.org/internal/media/dispatcher/18147/resize:format$003dfull
Three Generations,1937,Helen Lundeberg,American,1908,0,15 x 11 1/2,color pencil on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",95.22,,http://emuseum.huntington.org/internal/media/dispatcher/20470/resize:format$003dfull
Throw up Your Hands!,0,Frederick Coffay Yohn,American,1875,1933,20 1/2 x 13,"gouache, watercolor and Chinese white en grisaille on board","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.60,,http://emuseum.huntington.org/internal/media/dispatcher/18038/resize:format$003dfull
Tintern Abbey,1841,John Frederick Kensett,American,1816,1872,10 1/8 x 13 1/2,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.10.1,,http://emuseum.huntington.org/internal/media/dispatcher/16194/resize:format$003dfull
Top Man [study],1931,Walt Kuhn,American,1880,1949,22 x 11,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Purchased with funds fom Francis Brody, Kelvin Davis, and the Virginia Steele Scott Foundation",2004.8,,http://emuseum.huntington.org/internal/media/dispatcher/20193/resize:format$003dfull
"Towards Popocat茅petl View from Malcolm and Jan Lowry's Villa, Cuernavaca",1937,Mary Hoover Aiken,American,1907,0,8 5/8 x 11 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens",75.51,,http://emuseum.huntington.org/internal/media/dispatcher/17954/resize:format$003dfull
Tree and Leaf Studies,0,Philip Harry,American,1843,1854,5 1/2 x 5 3/4,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.82,,http://emuseum.huntington.org/internal/media/dispatcher/18084/resize:format$003dfull
Tree and Leaf Studies,0,Philip Harry,American,1843,1854,5 1/2 x 5 3/4,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.83,,http://emuseum.huntington.org/internal/media/dispatcher/18085/resize:format$003dfull
Tree and Leaf Studies,0,Philip Harry,American,1843,1854,7 5/8 x 4 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.84,,http://emuseum.huntington.org/internal/media/dispatcher/18086/resize:format$003dfull
Tree and Leaf Study,0,Carl Jacob Hamilton Weiss,American,1822,1897,7 7/8 x 9,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.85,,http://emuseum.huntington.org/internal/media/dispatcher/18087/resize:format$003dfull
Tree and Leaf Study,0,Carl Jacob Hamilton Weiss,American,1822,1897,5 5/8 x 7 3/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.86,,http://emuseum.huntington.org/internal/media/dispatcher/18088/resize:format$003dfull
Tree on a Riverbank,0,Joseph Basil Girard,American,1846,1918,6 3/4 x 8 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.115,,http://emuseum.huntington.org/internal/media/dispatcher/20170/resize:format$003dfull
Tree Roots,0,Albert Richter,German,1845,1898,9 1/8 x 12 3/8,graphite on paper matted on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.88,,http://emuseum.huntington.org/internal/media/dispatcher/18090/resize:format$003dfull
Tree Study,1879,August Will,American,1834,1910,10 1/4 x 8,charcoal with white chalk on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.38.1,,http://emuseum.huntington.org/internal/media/dispatcher/16221/resize:format$003dfull
Tree Study,1876,August Will,American,1834,1910,12 3/4 x 10,charcoal with white chalk on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.38.2,,http://emuseum.huntington.org/internal/media/dispatcher/18026/resize:format$003dfull
"Tree Study, Aricia",1846,John Frederick Kensett,American,1816,1872,11 1/4 x 16 1/8,graphite on buff paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.45,,http://emuseum.huntington.org/internal/media/dispatcher/16201/resize:format$003dfull
Tree Trunk,0,Joseph Basil Girard,American,1846,1918,7 3/16 x 5 1/2,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.117,,http://emuseum.huntington.org/internal/media/dispatcher/20172/resize:format$003dfull
"Tucson, Arizona in 1852 from the Southwest, April 20, 1910",1910,Joseph Basil Girard,American,1846,1918,4 3/8 x 7 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.91,,http://emuseum.huntington.org/internal/media/dispatcher/20146/resize:format$003dfull
"Tucson, Arizona in 1895 from the West, May 28, 1909",1909,Joseph Basil Girard,American,1846,1918,4 9/16 x 7 3/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.73,,http://emuseum.huntington.org/internal/media/dispatcher/20128/resize:format$003dfull
Tugboat,0,Cecil Crosley Bell,American,1906,1970,4 1/2 x 6 1/2,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Donald Treiman in memory of his father, Kenneth Treiman",2006.23.2,,http://emuseum.huntington.org/internal/media/dispatcher/27247/resize:format$003dfull
Two Bums Talking,0,Charles Jay Taylor,American,1855,1929,18 x 14,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.11,,http://emuseum.huntington.org/internal/media/dispatcher/28005/resize:format$003dfull
Two Cowboys and a Steer,0,Edward Borein,American,1872,1945,8 1/2 x 14,India ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.21.1,,http://emuseum.huntington.org/internal/media/dispatcher/26354/resize:format$003dfull
