dim,made,prov,title,nationality,artist,birthDate,deathDate,image_url
image: 19-3/4 x 13-5/8 in.; sheet: 23-3/4 x 16-7/8 in. (image: 50.17 x 34.61 cm; sheet: 60.33 x 42.86 cm),1963,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Marco Polo,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.18
22-5/8 x 30-1/8 in. (57.5 x 76.6 cm),1965,"Norton Simon Museum, Anonymous Gift","Londinium,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.153
Image: 17 7/8 x 11 1/2. Overall: 22 1/8 x 17 1/8 (Image: 45.40 x 29.21 cm; Overall: 56.20 x 43.50 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Helicon,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.15
image: 13-3/4 x 8 in.; sheet: 16-1/4 x 10-1/4 in. (image: 34.93 x 20.32 cm; sheet: 41.28 x 26.04 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Landscape,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.8
20-1/4 x 16-1/4 in. (51.4 x 41.3 cm),1966,"Norton Simon Museum, Anonymous Gift","Guarded Wood,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.065
Paper: 30 x 22 in. (76.2 x 55.88 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","A New Perspective on Floors V,",English,Allen Jones,1937,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.033
Paper: 30 x 22 in. (76.2 x 55.88 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","A New Perspective on Floors IV,",English,Allen Jones,1937,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.032
Paper 1694: 28-1/2 x 42-1/2 in. (72.39 x 107.95 cm.); Paper 1694A: 11-3/4 x 20-1/4 in. (29.85 x 51.44 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1969","Large Bus,",English,Allen Jones,1937,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.247-248
Sheet: 15 x 11-1/2 in. (38.1 x 29.2 cm),1966,"Norton Simon Museum, Anonymous Gift, 1968","Principalities VI,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.020
Paper: 30 x 22 in. (76.2 x 55.88 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","A New Perspective on Floors III,",English,Allen Jones,1937,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.031
Paper: 30 x 22 in. (76.2 x 55.88 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","A New Perspective on Floors II,",English,Allen Jones,1937,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.030
Paper: 30 x 22 in. (76.2 x 55.88 cm.); Image: 22-1/4 x 13-1/2 in. (56.52 x 34.29 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","A New Perspective on Floors I,",English,Allen Jones,1937,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.029
"Paper: 25 x 22 in. (63.5 x 55.88 cm.) with 5"" squares torn out of two bottom corners",1966,"Norton Simon Museum, Anonymous Gift, 1969","A Fleet of Buses V,",English,Allen Jones,1937,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.230
"Paper: 25 x 22 in. (63.5 x 55.88 cm.) with 5"" squares torn out of two bottom corners",1966,"Norton Simon Museum, Anonymous Gift, 1969","A Fleet of Buses IV,",English,Allen Jones,1937,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.229
"Paper: 25 x 22 in. (63.5 x 55.88 cm.) with 5"" squares torn out of two bottom corners",1966,"Norton Simon Museum, Anonymous Gift, 1969","A Fleet of Buses III,",English,Allen Jones,1937,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.228
Paper: 25 x 22 in.(63.5 x 55.88 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1969","A Fleet of Buses II,",English,Allen Jones,1937,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.227
"Paper: 25 x 22 in. (63.5 x 55.88 cm.) with 5"" squares torn out of two bottom corners",1966,"Norton Simon Museum, Anonymous Gift, 1969","A Fleet of Buses I,",English,Allen Jones,1937,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.226
Sheet: 11-3/8 x 7 in. (28.9 x 17.8 cm);  Image: 10 x 6-3/8 in. (25.4 x 16.2 cm),1966,"Norton Simon Museum, Anonymous Gift","Voyages VI,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.064
Sheet:  11-1/4 x 7-1/2 in.  (28.9 x 19.1 cm); Image: 10-1/4 x 6-3/4 in. (26.0 x 17.1 cm),1966,"Norton Simon Museum, Anonymous Gift","Voyages V,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.063
image: 18-3/16 x 11-7/8 in.; sheet: 22-5/16 x 16-1/2 in. (image: 46.20 x 30.16 cm; sheet: 56.67 x 41.91 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Tartessus XVIII,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.17
comp: 20 x 13-1/2 in. (50.8 x 34.3 cm); sheet: 23-1/4 x 16-1/8 in. (59.1 x 41.0 cm),1954,"Norton Simon Museum, Print Festival Purchase Fund","Storm at Sea,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1958.05.09
plate: 10 3/4 x 13 7/8 in. (27.3 x 35.2 cm); sheet: 12 5/8 x 15 1/2 in. (32.1 x 39.4 cm),1952,"Norton Simon Museum, Gift of Mr. Harold A. Landers","Square with Monuments,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.31.5
35-3/4 x 23-5/8 in. (90.8 x 60.0 cm),1956,"Norton Simon Museum, Gift of the California Watercolor Society","Sailing to Byzantium,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1958.29
image: 17-3/4 x 2 in.; sheet: 11-1/4 x 6 in. (image: 45.09 x 5.08 cm; sheet: 28.58 x 15.24 cm),1974,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Safari,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.12
Paper: 22 x 30 in. (55.88 x 76.2 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1966","Untitled,",English,Allen Jones,1937,0,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.070
Sheet: 15 x 11-1/2 in. (38.1 x 29.2 cm),1966,"Norton Simon Museum, Anonymous Gift, 1968","Principalities XIII,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.027
Sheet: 15 x 11-1/2 in. (38.1 x 29.2 cm),1966,"Norton Simon Museum, Anonymous Gift, 1968","Principalities XII,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.026
Sheet: 15 x 11-1/2 in. (38.1 x 29.2 cm),1966,"Norton Simon Museum, Anonymous Gift, 1968","Principalities XI,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.025
Sheet: 15 x 11-1/2 in. (38.1 x 29.2 cm); Image: 14 x 10 in. (35.6 x 25.4 cm),1966,"Norton Simon Museum, Anonymous Gift, 1968","Principalities X,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.024
Sheet: 15 x 11-1/2 in. (38.1 x 29.2 cm); Image: 14-1/2 x 9-3/4 in. (36.8 x 24.8 cm),1966,"Norton Simon Museum, Anonymous Gift, 1968","Principalities VIII,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.022
Sheet: 15 x 11-1/2 in. (38.1 x 29.2 cm); Image: 14 x 11 in. (35.6 x 27.9 cm),1966,"Norton Simon Museum, Anonymous Gift, 1968","Principalities VII,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.021
Sheet:  11-1/4 x 7-3/8 in.  (28.9 x 18.7 cm); Image: 10-7/8 x 6-7/8 in. (27.6 x 17.5 cm),1966,"Norton Simon Museum, Anonymous Gift","Voyages IV,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.062
Image: 6 x 6-1/4 in. (15.2 x 15.9 cm); Paper: 7 x 7-1/4 (17.8 x 18.4 cm),1970,"Norton Simon Museum, Anonymous Gift","Column,",American,Harold Henry Jones,1940,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1973.21
image: 5-1/4 x 4-1/2 in.; sheet: 9-1/8 x 6-3/4 in. (image: 13.34 x 11.43 cm; sheet: 23.18 x 17.15 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","The Ark,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.46
Image: 5-13/16 x 5-13/16 in. (14.8 x 14.8 cm); Paper: 6-1/2 x 6-1/2 in. (16.5 x 16.5 cm),1968,"Norton Simon Museum, Gift of the Artist","Blue Rocks,",American,Harold Henry Jones,1940,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.34
Image: 6-1/2 x 9-11/16 in. (16.5 x 24.6 cm),1970,"Norton Simon Museum, Gift of the Artist","Untitled (Car Behind Laundry),",American,Phillip T. Jones,1940,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1973.01
Image: 6-3/8 x 9-5/8 in. (16.2 x 24.4 cm),1971,"Norton Simon Museum, Gift of the Artist","Untitled  (Your Urance Here with Self Portrait),",American,Phillip T. Jones,1940,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1973.06
Image: 7 x 9-11/16 in. (17.8 x 24.6 cm),1971,"Norton Simon Museum, Gift of the Artist","Untitled  (Two Teenagers Behind Concrete Wall),",American,Phillip T. Jones,1940,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1973.03
Image: 9-5/8 x 7-1/8 in. (24.4 x 18.1 cm),1971,"Norton Simon Museum, Gift of the Artist","Untitled  (Wizard of Oz Behind David Statue),",American,Phillip T. Jones,1940,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1973.05
Image: 9-11/16 x 6-3/8 in. (24.6 x 16.2 cm),1971,"Norton Simon Museum, Gift of the Artist","Untitled  (Ford Van with Flag in Window),",American,Phillip T. Jones,1940,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1973.04
Image: 6-7/16 x 9-11/16 in. (16.4 x 24.6 cm),1971,"Norton Simon Museum, Gift of the Artist","Untitled  (Egg Carton Crosses on Graves),",American,Phillip T. Jones,1940,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1973.07
Sheet: 23 x 30-1/2 in. (58.4 x 77.5 cm); Image: 19-1/4 x 27-1/2 in. (49.5 x 69.9 cm),1966,"Norton Simon Museum, Anonymous Gift","The Black Pagoda X,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.058
4-1/16 x 9-1/4 in. (10.32 x 23.50 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","To the Ark,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.56
Sheet:  5-5/8 x 21-3/4 in.  (14.3 x 55.2 cm); Image: 5-1/2 x 20-1/4 in. (14.0 x 51.4 cm),1966,"Norton Simon Museum, Anonymous Gift","Voyages III,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.061
5-1/4 x 21-3/4 in. (13.3 x 55.3 cm),1966,"Norton Simon Museum, Anonymous Gift","Voyages II,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.060
Sheet: 22-1/4 x 8-1/4 in.  (56.5 x 21.3 cm); Image: 21 x 8 in. (53.3 x 20.3 cm),1966,"Norton Simon Museum, Anonymous Gift","Voyages I,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.059
image: 11 x 13-3/4 in.; sheet: 13-3/4 x 20-1/8 in. (image: 27.94x 34.93 cm; sheet: 34.93 x 51.12 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.9
Image: 4 3/16 x 6 9/16. Overall: 4 3/16 x 6 9/16. (Image: 10.64 x 16.67 cm; Overall: 10.64 x 16.67 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.64
6-3/4 x 4-3/4 in. (17.15 x 12.07 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.63
image: 9-1/8 x 5-3/4 in.; sheet: 11-1/8 x 8-1/2 in. (image: 23.18 x 14.61 cm; sheet: 28.26 x 21.59 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.62
9-1/4 x 6-1/4 in. (23.50 x 15.88 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.61
image: 4 x 6-1/4 in.; sheet: 7-1/4 x 9-15/16 in. (image: 10.16 x 15.88 cm; sheet: 18.42 x 25.24 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.60
overall: 20-3/4 x 12-5/8 in.; image: 11-3/4 x 9 in. (overall: 52.7 x 32.1 cm; image: 29.8 x 22.9 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.6
image: 5-5/8 x 4 in.; sheet: 8-1/2 x 5-3/4 in. (image: 14.29 x 10.16 cm; sheet: 21.59 x 14.61 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.59
8-3/8 x 5-1/8 in. (21.27 x 13.02 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.58
Sheet: 30 x 22 in. (76.2 x 55.9 cm); Image: 28-1/2 x 20 in. (72.4 x 50.8 cm),1966,"Norton Simon Museum, Anonymous Gift","The Black Pagoda VIII,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.056
22 x 30 in. (55.9 x 76.2 cm),1966,"Norton Simon Museum, Anonymous Gift, 1969","The Black Pagoda VII,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.246
plate: 12 x 8-5/8 in. (30.5 x 21.9 cm); sheet: 19-1/4 x 15-3/4 in. (48.9 x 40.0 cm),1958,"Norton Simon Museum, Gift of Mr. Robert A. Rowan","Travels of the Sage Narada,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1962.09.04
sheet: 22-3/4 x 30-1/4 in. (57.8 x 76.8 cm),1966,"Norton Simon Museum, Anonymous Gift","The Black Pagoda VI,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.055
sheet: 22 x 30 in. (55.9 x 76.2 cm),1966,"Norton Simon Museum, Anonymous Gift","The Black Pagoda V,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.054
Sheet: 30 x 22 in. (76.2 x 55.9 cm); Image: 28 x 20 in. (71.1 x 50.8 cm),1966,"Norton Simon Museum, Anonymous Gift","The Black Pagoda IV,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.053
Sheet: 30 x 22 in. (76.2 x 55.9 cm); Image: 28-1/2 x 20-1/2 in. (72.4 x 52.1 cm),1966,"Norton Simon Museum, Anonymous Gift","The Black Pagoda IX,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.057
Sheet: 30 x 22 in. (76.2 x 55.9 cm); Image: 28 x 20 in. (71.1 x 50.8 cm);,1966,"Norton Simon Museum, Anonymous Gift","The Black Pagoda III,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.052
Sheet: 30 x 22 in. (76.2 x 55.9 cm); Image: 28 x 20-1/2 in. (71.1 x 52.1 cm),1966,"Norton Simon Museum, Anonymous Gift, 1969","The Black Pagoda II,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.245
Sheet: 22-3/4 x 30-1/4 in. (57.8 x 76.8 cm); Image: 19-1/2 x 27-1/2 in. (49.5 x 69.9 cm),1966,"Norton Simon Museum, Anonymous Gift","The Black Pagoda I,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.051
Image: 6-5/8 x 9-3/4 in. (16.8 x 24.8 cm),1972,"Norton Simon Museum, Gift of the Artist","Untitled  (Dog in Window with A. Lincoln Behind),",American,Phillip T. Jones,1940,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1973.08
5-5/8 x 8-1/2 in. (folded) (14.29 x 21.59 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.57
4-3/8 x 6-5/8 in. (folded)  (11.11 x 16.83 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.55
sheet: 10 7/8 x 15 3/8 in. (27.6 x 39.1 cm); mount: 12-1/4 x 16-7/8 in. (31.1 x 42.9 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","The Gate to Hades,",Swiss,Paul Klee,1879,1940,http://images.nortonsimon.org/viewer/index.php?id=P.1953.059
image: 4 x 6-1/2 in. x 6-1/8 x 9 in. (folded) (image: 10.16 x 16.51 cm; 15.56 x 22.86 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.53
image: 5-1/2 x 4-1/2 in.; sheet: 7-7/8 x 6-5/8 in. (image: 13.97 x 11.43 cm; sheet: 20.0 x 16.83 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.54
image: 3 x 5-15/16 in.; sheet: 5-3/4 x 8-5/8 in. (image: 7.62 x 15.08 cm; sheet: 14.61 x 21.91 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.52
image: 4-1/2 x 5-7/8 in.; sheet: 6 x 8 in. (folded) (image: 11.43 x 14.92 cm; sheet: 15.24 x 20.32 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.51
plate: 15 x 11-1/2 in. (38.1 x 29.2 cm); sheet: 19 x 15-1/2 in. (48.3 x 39.4 cm),1958,"Norton Simon Museum, Gift of Mr. Robert A. Rowan","Travels of the Sage Narada:  Cover Page,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1962.09.01
image: 4-1/8 x 5-1/2 in.; sheet: 5-1/2 x 7 in. (image: 10.48 x 13.97 cm; sheet: 13.97 x 17.78 cm),1975,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.50
9 x 6-1/4 in. (22.86 x 15.88 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.49
image: 4-15/16 x 7 in.; sheet: 7-1/8 x 9-3/4 in. (image: 12.54 x 17.78 cm; sheet: 18.10 x 24.77 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.48
image: 3-7/8 x 8 in.; sheet: 8-1/2 x 11-3/8 in. (image: 9.84 x 20.32 cm; sheet: 21.59 x 28.89 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.47
image: 8-1/2 x 6-3/8 in.; sheet: 11-3/8 x 8-9/16 in. (image: 21.59 x 16.19 cm; sheet: 28.89 x 21.75 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.45
13 x 19-1/8 in. (33.02 x 48.58 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.10
image: 13-1/2  x 10-7/8 in; sheet: 20-3/4 x 13-1/4 in. (image: 34.29 x 27.62 cm; sheet: 52.71 x 33.66 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.1
22 1/8 x 30 in.  (56.2 x 76.2 cm),1970,"Norton Simon Museum, Anonymous Gift","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.251
15 x 7 in. (38.1 x 17.8 cm),1966,"Norton Simon Museum, Anonymous Gift, 1968","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.050
15 x 7 in. (38.1 x 17.8 cm),1966,"Norton Simon Museum, Anonymous Gift, 1968","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.049
15 1/4 x 7 1/8 in.  (38.7 x 18.1 cm),1966,"Norton Simon Museum, Anonymous Gift","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.048
15 x 7 in. (38.1 x 17.8 cm),1966,"Norton Simon Museum, Anonymous Gift, 1968","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.047
plate: 12 x 8-3/4 in. (30.5 x 22.2 cm); sheet: 19 x 15-3/4 in. (48.3 x 40.0 cm),1958,"Norton Simon Museum, Gift of Mr. Robert A. Rowan","Travels of the Sage Narada: The Other World,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1962.09.16
plate: 12 x 8-5/8 in. (30.5 x 21.9 cm); sheet: 19-1/4 x 15-3/4 in. (48.9 x 40.0 cm),1958,"Norton Simon Museum, Gift of Mr. Robert A. Rowan","Travels of the Sage Narada: Photo,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1962.09.12
plate: 12 x 8-3/4 in. (30.5 x 22.2 cm); sheet: 19-1/8 x 15-3/4 in. (48.6 x 40.0 cm),1958,"Norton Simon Museum, Gift of Mr. Robert A. Rowan","Travels of the Sage Narada: Mohen Jodaro,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.1962.09.06
image: 8-1/2 x 5-1/8 in.; sheet: 11-3/8 x 8-1/4 in. (image: 21.59 x 13.02 cm; sheet: 28.89 x 20.96 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.44
comp: 6-1/4 x 2-3/8 in. (15.9 x 6.0 cm); mount:  9-1/2 x 5-7/8 in. (24.1 x 14.9 cm),1908,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","The Father,",Swiss,Paul Klee,1879,1940,http://images.nortonsimon.org/viewer/index.php?id=P.1953.043
sheet: 11-3/4 x 18-1/8 in. (29.8 x 46.0 cm); mount: 14 x 20 x 20-3/4 in. (35.6 x 50.8 x 52.7 cm),1924,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Swamp Water-Sprite,",Swiss,Paul Klee,1879,1940,http://images.nortonsimon.org/viewer/index.php?id=P.1953.031
sheet: 16 3/8 x 12 1/2 in. (41.5925 x 31.75 cm),1914,Norton Simon Museum,"Small World,",Swiss,Paul Klee,1879,1940,http://images.nortonsimon.org/viewer/index.php?id=P.1969.137
comp: 7-7/8 x 10-3/8 in. (20.0 x 26.4 cm); mount: 8-1/4 x 10-3/4 in. (21.0 x 27.3 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Room Perspective Red-Green,",Swiss,Paul Klee,1879,1940,http://images.nortonsimon.org/viewer/index.php?id=P.1953.055
comp: 10-1/8 x 6-5/8 in. (25.7 x 16.8 cm); mount: 10-5/8 x 7-1/8 in. (27.0 x 18.1 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Remembrance Sheet of a Conception,",Swiss,Paul Klee,1879,1940,http://images.nortonsimon.org/viewer/index.php?id=P.1953.026
21-1/2 x 13-3/4 in. (54.6 x 34.9 cm),1930,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Refuge,",Swiss,Paul Klee,1879,1940,http://images.nortonsimon.org/viewer/index.php?id=P.1953.065
image: 13-3/4 x 11 in.; sheet: 20-7/8 x 15-3/4 in. (image: 34.93 x 27.94 cm; sheet: 53.02 x 40.01 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.11
