title,sourceURL,imageURL,artist,nationality,birthDate,deathDate,materials,dimensions,creditLine,creationDate,galleryLabel,provenance
December Mists,http://www.imamuseum.org/art/collections/artwork/december-mists-henry-r-macginnis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/0c/0cbc6a61-7699-4736-b922-62a38f759162.jpg,Henry R. MacGinnis,American,1875,1962,oil on canvas,,Gift of Henry R. MacGinnis,0,,
Vice-Admiral Edward Hughes,http://www.imamuseum.org/art/collections/artwork/vice-admiral-edward-hughes-stuart-gilbert,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/95/956826b2-c544-43fa-89b2-f66045cdde89.jpg,"Stuart, Gilbert",American,1755,1828,oil on canvas,,Gift of Mrs. Booth Tarkington,0,,
Thornberry's Pasture,http://www.imamuseum.org/art/collections/artwork/thornberrys-pasture-adams-john-ottis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/30/30202287-7aec-42e3-98ea-e73e974bf5bb.jpg,"Adams, John Ottis",American,1851,1927,oil on canvas,35 1/2 x 23 in. (framed),"Gift of Robert Brady Adams, John Alban Adams, and Edward W. Adams",1904,"In this landscape Adams pursues the impressionist goal of capturing the light and atmosphere of a specific moment.
Thornberry's Pasture is in Brooklyn, Indiana a few miles southwest of Indianapolis.
Adams was the first painting instructor at the John Herron Art Institute.",Owned by Winifred Brady Adams (wife of the artist) given to the museum by the sons of the artist
A Young Woman,http://www.imamuseum.org/art/collections/artwork/young-woman-metcalf-willard-leroy,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8a/8abb1bf7-c3db-46be-8afe-8c4715a2cbe3.jpg,"Metcalf, Willard LeRoy",American,1858,1925,oil on canvas,,Gift of Mrs. Wood L. Wilson,1893,,
Circus Poster,http://www.imamuseum.org/art/collections/artwork/circus-poster-robert-weaver,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/91/9131dff5-76b5-497f-bdf2-e6115b88a43d.jpg,Robert Weaver,American,1924,1994,oil on Masonite,,Daniel P. Erwin Fund,0,,
Blanche Sully,http://www.imamuseum.org/art/collections/artwork/blanche-sully-sully-thomas,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ac/acb19223-415a-44c9-b39f-42d8e2846ac1.jpg,"Sully, Thomas",American,1783,1872,oil on canvas,,Gift of Mr. and Mrs. John Rauch,1834,,
Landscape near Lafayette,http://www.imamuseum.org/art/collections/artwork/landscape-near-lafayette-winter-george,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fb/fbd07b07-4be2-46cb-841d-a7e3c1080d14.jpg,"Winter, George",American,1810,1876,oil on canvas,,Gift of Eli Lilly,1850,,
Portrait of Joel Barlow,http://www.imamuseum.org/art/collections/artwork/portrait-joel-barlow-robert-fulton,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4f/4fec36d3-d798-40c7-8af1-65ef1739046e.jpg,Robert Fulton,American,1765,1815,oil on canvas,,Gift of Mr. and Mrs. Eli Lilly,1805,,
"Late Afternoon, Dachau Moor",http://www.imamuseum.org/art/collections/artwork/late-afternoon-dachau-moor-tc-steele,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/81/8128a85f-f2bd-4cf1-b2f6-eeb36fcef2ef.jpg,T.C. Steele,American,1847,1926,oil on canvas,,Gift of Frank Churchman,1885,,
Portrait of Thomas Lakin,http://www.imamuseum.org/art/collections/artwork/portrait-thomas-lakin-tc-steele,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/00/00d4de9a-8d7d-4774-b510-bd85f874e086.jpg,T.C. Steele,American,1847,1926,oil on canvas,,Gift of Mrs. Edward L. Pedlow,0,,
Education of Trooper Brown,http://www.imamuseum.org/art/collections/artwork/education-trooper-brown-wyeth-newell-convers,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/3a/3a3537a8-64f7-4077-8b3b-97b16d4bedd9.jpg,"Wyeth, Newell Convers",American,1882,1945,oil on canvas,,Gift of Dr. A. S. Roberts,1906,,
Carnival,http://www.imamuseum.org/art/collections/artwork/carnival-donald-mattison,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8e/8e4413e0-5ea3-4c28-9d44-3f74d6811544.jpg,Donald Mattison,American,1905,1975,oil on canvas,,Gift of Georgia Mattison Coxe,1935,,
"Portrait of Martha Wysor Marsh and Son, John Edwin",http://www.imamuseum.org/art/collections/artwork/portrait-martha-wysor-marsh-and-son-john-edwin-adams-john-ottis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/78/78c151e0-1c29-4c1a-aff4-6e6e9e34042e.jpg,"Adams, John Ottis",American,1851,1927,oil on canvas,,Gift of Mrs. John C. Oesterle (Magaret Marsh Oesterle),1892,,
A Summer Morning,http://www.imamuseum.org/art/collections/artwork/summer-morning-stark-otto,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/71/7116a207-f2bb-4519-b0e6-0ef2edd48357.jpg,"Stark, Otto",American,1859,1926,oil on canvas,,Gift of Miss Gretchen Stark,1909,,
Study for Indian in Buffalo Hunt by Indians,http://www.imamuseum.org/art/collections/artwork/study-indian-buffalo-hunt-indians-wimar-charles-ferdinand,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8e/8e4c64ef-e8a0-45fb-9298-a704c3d35737.jpg,"Wimar, Charles Ferdinand",American,1828,1862,oil on paper mounted on canvas,,Gift of Mr. Jack A. Goodman,1861,,
"Hanging Moss, St. Petersburg",http://www.imamuseum.org/art/collections/artwork/hanging-moss-st-petersburg-adams-john-ottis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/69/694db22e-f224-4ac2-989c-e18ed03ccd22.jpg,"Adams, John Ottis",American,1851,1927,oil on canvas,,Gift of the Sons of J. Ottis Adams,1914,,
A Night in Central Park,http://www.imamuseum.org/art/collections/artwork/night-central-park-rouland-orlando,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/20/20435965-20eb-47f8-984e-ce357972f260.jpg,"Rouland, Orlando",American,1871,1945,oil on panel,,"Bequest in memory of Sara C. Allison by her daughter, Cornelia Allison Frazure",1906,,
Figure Study (Old Man),http://www.imamuseum.org/art/collections/artwork/figure-study-old-man-adams-john-ottis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/83/831a583c-45f6-488b-a575-82302e534463.jpg,"Adams, John Ottis",American,1851,1927,oil on canvas,,Gift of the Sons of J. Ottis Adams,0,,
Hot Sun,http://www.imamuseum.org/art/collections/artwork/hot-sun-richardson-constance,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e9/e96c4225-ad9b-41d2-8fb1-cffce8d0c1b6.jpg,"Richardson, Constance",American,1905,0,oil on canvas,,Gift of Kappa Kappa Kappa,1947,,
Saco Valley,http://www.imamuseum.org/art/collections/artwork/saco-valley-inness-george,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a2/a2a3ebbe-1048-42a7-96f9-2c6c2b619f45.jpg,"Inness, George",American,1825,1894,oil on canvas,,"Gift in memory of John P. Frenzel, Sr. by his heirs",0,,
Will-O-The-Wisp,http://www.imamuseum.org/art/collections/artwork/will-o-wisp-mess-george-jo,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b9/b97730c0-87dd-4bd6-a790-2088cffc216f.jpg,"Mess, George Jo",American,1898,1962,oil and Dev-o-lac on canvas board,,Gift of Evelynne Mess Daily,1955,,
Portrait of Reverend Nathaniel A. Hyde,http://www.imamuseum.org/art/collections/artwork/portrait-reverend-nathaniel-hyde-tc-steele,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/18/18db4861-4d7e-4f94-b3c9-1f2beafdac65.jpg,T.C. Steele,American,1847,1926,oil on canvas,,John Herron Fund,0,,
Young Girl with Child,http://www.imamuseum.org/art/collections/artwork/young-girl-child-bouguereau-elizabeth-jane-gardner,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/91/914d84bf-af6f-40fe-89ea-4301585d3dd1.jpg,"Bouguereau, Elizabeth Jane Gardner",American,1837,1922,oil on canvas,,Gift of the Children of Lorena Hunter Zimmer,1905,,
In the Studio,http://www.imamuseum.org/art/collections/artwork/studio-majors-william,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/17/17d25f79-e34f-4e35-aa2b-6f7471f81083.jpg,William Majors,American,1930,1982,oil on canvas,,"Gift of the National Coalition of 100 Black Women, Indianapolis Chapter",1966,,
Reading (Lady on a Deck Chair),http://www.imamuseum.org/art/collections/artwork/reading-lady-deck-chair-stillson-blanche,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/46/4616be87-3b58-4e51-b32b-95a754df6123.jpg,"Stillson, Blanche",American,1890,1977,oil on canvas,,Gift of Dr. Steven Conant in honor of Joan D. Weisenberger,0,,
Landscape with Cows and Hillside,http://www.imamuseum.org/art/collections/artwork/landscape-cows-and-hillside-gruelle-richard-buckner,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/10/10c18c30-8ad9-43f9-8783-896d3097a09c.jpg,"Gruelle, Richard Buckner",American,1851,1914,watercolor on white paper,,"Bequest of Eleanor Harter McFarland of Kalamazoo, Michigan, a former resident of Indianapolis, who studied at the Herron School of Art",1892,,
Gray Day in Normandy,http://www.imamuseum.org/art/collections/artwork/gray-day-normandy-aldrich-george-ames,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/42/4259e2c2-8af1-4cf5-a02a-f1ffc17b18a3.jpg,"Aldrich, George Ames",American,1872,1941,oil on canvas,,Gift of Allen B. Schroeder,1910,,
Portrait of Alexander Ernestinoff,http://www.imamuseum.org/art/collections/artwork/portrait-alexander-ernestinoff-adams-wayman,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b0/b073ccd5-81ec-4b20-995a-e3e69b19457a.jpg,Wayman Adams,American,1883,1959,oil on canvas,,Gift of the Friends of American Art,1914,,
Portrait of Anton Scherrer,http://www.imamuseum.org/art/collections/artwork/portrait-anton-scherrer-adams-wayman,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/6d/6d0ec338-2647-49c9-a500-95f53d422883.jpg,Wayman Adams,American,1883,1959,oil on canvas,,Gift of Mrs. Wayman Adams,1956,,
Woman in White,http://www.imamuseum.org/art/collections/artwork/woman-white-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/42/424576ac-e315-4756-abc9-c32348aa5283.jpg,William Merritt Chase,American,1849,1916,oil on canvas,,Gift of Mrs. Albert E. Metzger in memory of Albert E. Metzger,1902,,
"The Artist's Mother, Sarah Swaim Chase",http://www.imamuseum.org/art/collections/artwork/artists-mother-sarah-swaim-chase-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a2/a23a2a8c-2dc4-4dd9-b54d-940bfe087959.jpg,William Merritt Chase,American,1849,1916,oil on canvas,,Gift of Mrs. Carrie Chase Roberts,1892,"The artist's mother was the first guest and subject of the first portrait the artist painted in his new studio and summer residence at Shinnecock, Long Island, in 1892.
The lace cap was added by Chase to cover a spot he had overlooked, but its delicate texture and bow also soften the sitter's features.
Chase taught the first outdoor school of landscape painting at Shinnecock.",Owned by Mrs. Carrie Chase Roberts sister of the artist
"Portrait of My Father, David H. Chase",http://www.imamuseum.org/art/collections/artwork/portrait-my-father-david-h-chase-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/05/0584face-ed38-4f48-84d5-27ac900c6a98.jpg,William Merritt Chase,American,1849,1916,oil on canvas,,Gift of Mrs. Carrie Chase Roberts,1895,,
Moses Swaim,http://www.imamuseum.org/art/collections/artwork/moses-swaim-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/90/90caa760-210a-4b1a-97bf-f0e60c461147.jpg,William Merritt Chase,American,1849,1916,oil on canvas,,Mr. and Mrs. Julius F. Pratt Fund,1867,,
The Temple of Philae,http://www.imamuseum.org/art/collections/artwork/temple-philae-briscoe-franklin-d,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/7c/7c9e2168-4136-45c6-8974-b60a026562ca.jpg,"Briscoe, Franklin D.",American,1844,1903,oil on canvas,,Gift of Margaret C. Pratt,1873,,
Halloween Carnival,http://www.imamuseum.org/art/collections/artwork/halloween-carnival-mayer-henrik-martin,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ee/ee2dd9c5-a163-441a-bbf3-5ea53477db2d.jpg,"Mayer, Henrik Martin",American,1909,1972,oil on Masonite,,Gift of Mrs. Henrik Martin Mayer,1938,,
Crest of the Wave,http://www.imamuseum.org/art/collections/artwork/crest-wave-frishmuth-harriet-whitney,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a7/a7c4b88b-f30d-4914-9ec1-1c58dae27987.jpg,"Frishmuth, Harriet Whitney",American,1880,1980,bronze on onyx base,H: 22 in.,Gift of Dr. Steven Conant in honor of Mr. and Mrs. H.L. Conant,1925,,
Out of Work,http://www.imamuseum.org/art/collections/artwork/out-work-ingraham-ellen-m,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4c/4c413ba1-d42f-497c-877c-db5fcd020411.jpg,"Ingraham, Ellen M.",American,1832,1917,oil on canvas,,Gift of Miss Lena L. Ingraham,0,,
Jacob and His Sheep,http://www.imamuseum.org/art/collections/artwork/jacob-and-his-sheep-heller-helen-west,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fd/fdf786e4-57b2-4534-bb78-9cd59b852ef2.jpg,"Heller, Helen West",American,1870,1955,oil on masonite,,Gift of Ann and Joseph Edelman,0,,
Jacob's Angel,http://www.imamuseum.org/art/collections/artwork/jacobs-angel-heller-helen-west,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a7/a767414f-4b17-4f24-af6e-7bc5f0b35f4b.jpg,"Heller, Helen West",American,1870,1955,oil on Masonite,,Gift of Ann and Joseph Edelman,0,,
Baseball,http://www.imamuseum.org/art/collections/artwork/baseball-heller-helen-west,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c6/c6f21239-d21c-4b86-87f7-53235f658d7c.jpg,"Heller, Helen West",American,1870,1955,oil on canvas,,Onya Latour Collection,0,,
Borzois and I,http://www.imamuseum.org/art/collections/artwork/borzois-and-i-heller-helen-west,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b3/b312188b-7f23-480f-86ce-35819b055d4f.jpg,"Heller, Helen West",American,1870,1955,oil on Masonite,,Gift of Ann and Joseph Edelman,1927,,
Untitled Landscape,http://www.imamuseum.org/art/collections/artwork/untitled-landscape-john-w-hardrick,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d5/d5e50f57-60fa-471a-b596-d93fa95a18f6.jpg,John W. Hardrick,American,1891,1968,oil on board,28 3/8 x 34 3/8 in.,Jacob Metzger Memorial Fund,0,,
Winter Landscape,http://www.imamuseum.org/art/collections/artwork/winter-landscape-john-w-hardrick,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8c/8c92bc07-bf0e-47e7-8758-95c0fc1b60d5.jpg,John W. Hardrick,American,1891,1968,oil on Upson board,,"Indianapolis Museum of Art, Gift of the Indianapolis Chapter of Links",1945,,
"Henry James, Sr.",http://www.imamuseum.org/art/collections/artwork/henry-james-sr-duveneck-frank,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a5/a5825a39-8cca-4b70-9774-ee6887a37339.jpg,"Duveneck, Frank",American,1848,1919,oil on canvas,,Gift of Mr. and Mrs. Francis Bott Duveneck,1881,,
Portrait of Squire Duveneck,http://www.imamuseum.org/art/collections/artwork/portrait-squire-duveneck-duveneck-frank,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/45/45d45eca-8e66-4b9e-9a6f-0143a0ce5d6d.jpg,"Duveneck, Frank",American,1848,1919,oil on canvas mounted to Plexiglas,,Gift of Dr. Steven Conant in honor of Mr. and Mrs. H.L. Conant,1875,,
Mirror III,http://www.imamuseum.org/art/collections/artwork/mirror-iii-tooker-george,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/49/49624e03-ef29-4284-895b-0e374a0da96a.jpg,"Tooker, George",American,1920,0,oil on plywood,22 x 19 3/4 x 1 1/4 in. (framed),"Gift of Edwin F. Koch, Jr., M.D.",1970,,
The Painter Man,http://www.imamuseum.org/art/collections/artwork/painter-man-forsyth-william-j,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/33/333fe0f9-7219-4569-9c97-a3dd20583b4f.jpg,"Forsyth, William J.",American,1854,1935,oil on canvas,,Gift of Mrs. James W. Fesler to the Art School of Indianapolis,1923,,
Portia in a Pink Blouse,http://www.imamuseum.org/art/collections/artwork/portia-pink-blouse-du-bois-guy-p%C3%A8ne,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d0/d04aefaa-a68e-44d3-9d63-5e0519af960a.jpg,"Du Bois, Guy Pène",American,1884,1958,oil on canvas,,Gift of Mrs. Booth Tarkington,1942,"Portia's fashionable hat, with its veil stretched tightly over her face and head, is in keeping with Du Bois' tendency to reduce human forms to a few simplified shapes.
The sitter is dressed in a style that echoes her high social standing.
Du Bois was an art critic as well as an artist.",Sold by Newhouse Galleries in New York as part of the Newton Booth Tarkington estate 1952
The Black Barn,http://www.imamuseum.org/art/collections/artwork/black-barn-burchfield-charles-ephraim,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e4/e4ba6546-a540-4e2a-98e1-58733a1029f6.jpg,"Burchfield, Charles Ephraim",American,1893,1967,watercolor and graphite on paper,,Martha Delzell Memorial Fund,1930,,
From Mount Kearsarge,http://www.imamuseum.org/art/collections/artwork/mount-kearsarge-wyeth-andrew-newell,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c3/c34c8582-7498-4e49-8e44-4bcd6d84079b.jpg,"Wyeth, Andrew Newell",American,1917,0,watercolor on white paper,,Gift of Mrs. James W. Fesler,1939,,
The Family Cow,http://www.imamuseum.org/art/collections/artwork/family-cow-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f3/f3396d18-efc7-4a97-a0c2-a928de4b6f7f.jpg,William Merritt Chase,American,1849,1916,oil on canvas,20 1/8 x 16 3/16 in.,Gift of Mr. and Mrs. Harris P. Byrd,1869,,
Still Life: Brass Bowl,http://www.imamuseum.org/art/collections/artwork/still-life-brass-bowl-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/72/7208c824-5f76-45cf-9d27-962dc752463a.jpg,William Merritt Chase,American,1849,1916,oil on canvas,,John Herron Fund,0,,
Red Snapper,http://www.imamuseum.org/art/collections/artwork/red-snapper-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/86/865c31d6-edad-4347-9934-75042384217c.jpg,William Merritt Chase,American,1849,1916,oil on canvas,,"Gift in memory of John P. Frenzel, Sr., by his heirs",0,,
Still Life - Brass Kettle and Catfish,http://www.imamuseum.org/art/collections/artwork/still-life-brass-kettle-and-catfish-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/54/547f5436-5077-41e8-8cba-7cb647c179f8.jpg,William Merritt Chase,American,1849,1916,oil on canvas,,Gift of Dr. and Mrs. Goethe Link,0,,
The Art Jury,http://www.imamuseum.org/art/collections/artwork/art-jury-adams-wayman,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a6/a65f0168-bbba-4004-9828-ef177aa2fbe3.jpg,Wayman Adams,American,1883,1959,oil on canvas,,Gift to the Art Association through popular subscription,1921,"This ambitious portrait presents the members of the Hoosier group, (from left to right) T. C. Steele, Otto Stark, J. Ottis Adams and William Forsyth.  Richard Gruelle had died seven years earlier.
The artists are posed as if they were choosing paintings for an art exhibition.",Purchased from the artist by a group of local patrons for the museum.
Morning--Old Schofield's Mill,http://www.imamuseum.org/art/collections/artwork/morning-old-schofields-mill-tc-steele,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/0d/0da8ff33-c3f4-4a33-919d-333ab7b66238.jpg,T.C. Steele,American,1847,1926,oil on canvas,,Gift of Rosemary A. Gatewood and Kenneth Gatewood,1889,,
First Snow of Winter,http://www.imamuseum.org/art/collections/artwork/first-snow-winter-,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c4/c4eb7341-7b1f-4926-bdb6-106df5812f58.jpg,C. C. Bohm,American,1894,1971,oil on Masonite,31 x 36 in.,Museum Accession,1940,,
Portrait of Madame Fisher,http://www.imamuseum.org/art/collections/artwork/portrait-madame-fisher-ullman-eugene-paul,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e2/e2ccd27e-7f0e-4f70-a57b-7135f4fec55d.jpg,"Ullman, Eugene Paul",American,1877,1953,oil on canvas,,Julius F. Pratt Fund,1904,"Eugene Ullman's style resembles that of his teachers, William Merritt Chase and James Abbott McNeill Whistler.
In this painting the artist combines the dark tonalities of the figure and background to create an elegant portrait. 
Ullman spent most of his career in France.",
Portrait of Dr. Charles G. McLean,http://www.imamuseum.org/art/collections/artwork/portrait-dr-charles-g-mclean-cox-jacob,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/63/638b9b11-513c-4012-916e-48f65ec07a95.jpg,"Cox, Jacob",American,1810,1892,oil on canvas,38 x 24 in.,Gift of 15 pupils of McLean Seminary,0,,
Waiting and Mad,http://www.imamuseum.org/art/collections/artwork/waiting-and-mad-russell-charles-marion,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/2c/2cc9794b-ee6a-4158-9888-c625076b9da4.jpg,"Russell, Charles Marion",American,1864,1926,oil on board mounted to masonite,,Gift of the Harrison Eiteljorg Gallery of Western Art,1899,"This painting is an Indian-style version of the Oriental harem woman, a voluptuous figure reclining in luxurious surroundings.
The title gives the picture a touch of anecdotal humor.
Russell and Frederick Remington were the most renowned artists of the American West.",
Francisco Martinez,http://www.imamuseum.org/art/collections/artwork/francisco-martinez-sharp-joseph-henry,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c3/c353e576-3497-4397-b890-58c946f70430.jpg,"Sharp, Joseph Henry",American,1859,1953,oil on canvas,,Gift of the Harrison Eiteljorg Gallery of Western Art,1913,"This is an idealized portrait of a seventeen-year-old Indian boy who later became Chief of the Taos Pueblo.
The boy is shown drying a bird's brain to create a talisman that will guarantee his future success.
Sharp documented Indian tribal life and ritual.",
Bethlehem,http://www.imamuseum.org/art/collections/artwork/bethlehem-ford-lauren,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/01/01c3d931-dbfe-4d44-823c-c42afe364e91.jpg,"Ford, Lauren",American,1891,1973,oil on Masonite,,Delavan Smith Fund,1942,,
Mountain Man,http://www.imamuseum.org/art/collections/artwork/mountain-man-remington-frederic,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ad/ad509fa4-5fce-43bf-8987-41889dd7f327.jpg,"Remington, Frederic",American,1861,1909,bronze,38 1/2 in.,Gift of the Harrison Eiteljorg Gallery of Western Art,1903,"Remington portrayed this horse and rider with a keen sense of drama, capturing the perils of descending down a steep mountain slope.
This scene is portrayed as realistically as the sculptor's art permits.
The West's most daring explorers, trappers, and traders were known as mountain men.",
The Electric Forest,http://www.imamuseum.org/art/collections/artwork/electric-forest-siqueiros-david-alfaro,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e6/e6da4198-67d9-4b0e-a521-15c0fdfc8018.jpg,"Siqueiros, David Alfaro",Mexican,1896,1974,duco on cardboard,19 3/4 x 27 in.,Gift in memory of Ann Tyndall Durham,0,"The foreboding quality of the forest and the three tiny spotlighted figures, frozen in poses of fright and struggle, suggest the aftermath of a disaster.
The use of the explosive material pyroxylin, a fast drying duco, is in keeping with the artist's image of forces beyond man's control.",
Whitewater Rapids,http://www.imamuseum.org/art/collections/artwork/whitewater-rapids-forsyth-william-j,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/11/11dbbdf7-ed29-4776-a3c0-8653f54489c5.jpg,"Forsyth, William J.",American,1854,1935,watercolor on off-white paper,,Bequest of Delavan Smith,1899,,
The Constitutional Elm,http://www.imamuseum.org/art/collections/artwork/constitutional-elm-forsyth-william-j,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b5/b57808cf-8d7f-4cad-992a-470eb0e31a48.jpg,"Forsyth, William J.",American,1854,1935,watercolor and gouache on off-white paper,,Gift of Mrs. Addison Bybee,1896,,
The Restless Sea,http://www.imamuseum.org/art/collections/artwork/restless-sea-payne-edgar-alwin,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f1/f11ac724-f82a-4a1a-9701-4bd5a1dfab43.jpg,"Payne, Edgar Alwin",American,1883,1947,oil on canvas,43 1/4 x 51 in. canvas,Gift of Mrs. James Sweetser,1916,,
The Visitation,http://www.imamuseum.org/art/collections/artwork/visitation-lauck-anthony-joseph,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ac/acadce3b-5cad-44f3-acb1-d88c8641406d.jpg,"Lauck, Anthony Joseph",American,1908,0,terra cotta | pen | ink,H: 20 3/4 in.,Special Fund,0,,
In the Catskills,http://www.imamuseum.org/art/collections/artwork/catskills-wheeler-clifton,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4b/4b6df514-a533-4b80-a114-509a3b994392.jpg,"Wheeler, Clifton A.",American,1883,1953,oil on canvas,,Gift of Mrs. John N. Carey,1915,,
The Sycamores (Broad Ripple),http://www.imamuseum.org/art/collections/artwork/sycamores-broad-ripple-love-john-washington,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f7/f7100da7-f5a4-4b41-911d-58177bfb018d.jpg,"Love, John Washington",American,1850,1880,oil on canvas,29 1/2 x 24 1/2 in.,John Herron Fund,1878,,
Temperance Pledge,http://www.imamuseum.org/art/collections/artwork/temperance-pledge-john-g-dunn,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/49/498c7a4b-1568-427f-a70d-097b0754e24a.jpg,John G. Dunn,American,1820,1858,oil on canvas,,Gift of Mrs. Morris Clark,1840,,
Landscape near Indianapolis,http://www.imamuseum.org/art/collections/artwork/landscape-near-indianapolis-cox-jacob,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/69/690f8811-fce8-4ed7-9130-2aa9648a3a9d.jpg,"Cox, Jacob",American,1810,1892,oil on canvas,,Bequest of Mr. and Mrs. Hugo Fechtman,1860,,
Young German Girl (Gretchen?),http://www.imamuseum.org/art/collections/artwork/young-german-girl-gretchen-richards-samuel-g,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fa/faa5ca40-89eb-4bf2-9e2e-5acd85106433.jpg,"Richards, Samuel G.",American,1853,1893,oil on canvas,,Gift of Mrs. Samuel Richards,1887,,
Old Johnnie's Wife,http://www.imamuseum.org/art/collections/artwork/old-johnnies-wife-robert-henri,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/56/56430cec-f972-4e53-988d-9387dbe0f41a.jpg,Robert Henri,American,1865,1929,oil on canvas,,"Gift of John J. Weldon in memory of his wife, Jean Dinwiddie Weldon",1913,"This figure exemplifies the straightforward unidealized portraits favored by Henri.
The woman in this canvas lived off the coast of Ireland, where Henri and his wife vacationed.
Henri led the Ashcan School, a group of artists who focused on gritty urban realism.",The Estate of Robert Henri (Chapellier Galleries New York New York exclusive representative since 1963 of the Henri Estate 1972) John J. Weldon and Jean Dinwiddie Weldon Chilmark Massachusetts December 1972 Indianapolis Museum of Art
